universe_variant,strategy_name,sample_id,split_name,replay_rounds,universe_size,data_fail_excluded_count,metadata_excluded_count,liquidity_excluded_count,theme_balance_excluded_count,buy_count,no_trade_count,buy_rate,simulated_win_rate,accuracy_1d,accuracy_3d,accuracy_5d,accuracy_10d,accuracy_20d,average_forward_return_1d,average_forward_return_3d,average_forward_return_5d,average_forward_return_10d,average_forward_return_20d,median_forward_return_1d,median_forward_return_3d,median_forward_return_5d,median_forward_return_10d,median_forward_return_20d,average_win_dollars,average_loss_dollars,profit_factor,ending_account_value,max_drawdown,worst_trade_loss_percent,stopped_out_but_20d_positive_rate,top_profit_ticker_contribution_share,top_loss_ticker_contribution_share,top_profit_theme_contribution_share,top_loss_theme_contribution_share,median_ending_value_excluding_best_trade,executed_winner_count,executed_loser_count,winner_dollars,loser_dollars
data_quality_pass_only,candidate35_trend_quality_frozen,4,calibration,100,96,21,19,0,0,86,14,0.86,0.4166666666666667,0.4883720930232558,0.4883720930232558,0.5232558139534884,0.5348837209302325,0.6162790697674418,0.0015912857753900395,0.004389666731498879,0.007959341210873678,0.028189597083299944,0.07441456250631803,-0.0006764148100283918,-0.002405068835239721,0.011310394015228487,0.009924469549457804,0.032133869502148915,15.266398675870914,-9.554107367340388,1.1413489574170952,137.8129672318874,-0.45260855732053906,-0.11522148911811537,0.1875,0.1422651994030052,0.16520971236859353,0.3306909817953715,0.2982633590618394,106.41230246203355,20,28,305.3279735174183,267.51500628553083
data_quality_pass_only,candidate34_frozen_baseline,5,calibration,100,96,21,19,0,0,28,72,0.28,0.39285714285714285,0.35714285714285715,0.5,0.39285714285714285,0.5714285714285714,0.4642857142857143,-0.0026495913067825067,0.026201671800295517,-0.00874439236443561,-0.002650126173609863,0.005239255190897014,-0.01796731630867432,0.0005941507865339646,-0.020264410480081374,0.012931585232637488,-0.0124942267177503,16.249861290826438,-9.25368649180596,1.1362624115987574,121.4358038383895,-0.32701364597729254,-0.15934890128859158,0.17857142857142858,0.24302210414435743,0.21812824168932327,0.24302210414435746,0.3915852611855346,80.06359444693182,11,17,178.74847419909082,157.3126703607013
data_quality_pass_only,candidate35_trend_quality_frozen,5,calibration,100,96,21,19,0,0,86,14,0.86,0.5,0.5581395348837209,0.5465116279069767,0.5465116279069767,0.5465116279069767,0.6627906976744186,0.003711694217234669,0.01713324599696794,0.01623235995184566,0.05037587060730093,0.09387492964671176,0.002612396740451328,0.010334774233741295,0.008375445440663931,0.0206684592575469,0.04268365276240693,22.763636833493038,-16.27448371773475,1.3987317341862513,249.2505216624407,-0.4147382930593908,-0.11027338407781843,0.1956521739130435,0.18953522519592142,0.30200565505039134,0.41064271110452594,0.4128088923116856,198.6559043092737,23,23,523.5636471703399,374.31312550789926
data_quality_pass_only,candidate34_frozen_baseline,6,calibration,100,96,21,19,0,0,34,66,0.34,0.4411764705882353,0.5294117647058824,0.5588235294117647,0.5882352941176471,0.5588235294117647,0.5882352941176471,0.007072747639387559,0.020568330057251873,0.02352059135429105,0.06716037217523146,0.1340721771644203,0.002852940862826392,0.02662938148250482,0.031048445422114268,0.028721435788701788,0.047847333483840515,24.085421839514243,-14.170694115000542,1.3418401781235014,192.03813940770337,-0.3898098574937452,-0.11909615184978878,0.17647058823529413,0.1574721268687733,0.15821371832991163,0.26738307068138745,0.2586382261647151,147.8449167351047,15,19,361.28132759271364,269.2431881850103
data_quality_pass_only,candidate35_trend_quality_frozen,6,calibration,100,96,21,19,0,0,85,15,0.85,0.5853658536585366,0.5529411764705883,0.5647058823529412,0.6,0.6588235294117647,0.6470588235294118,0.005887483626148355,0.019132900346479003,0.023406777210151934,0.04208376047370336,0.07164759737117801,0.004822473166463892,0.00925286907505285,0.018917743679526478,0.0274367617545348,0.039835115650476594,29.379591753579337,-20.124110397146513,2.0610635646690127,463.0003253344134,-0.3010609026161536,-0.10305659087126802,0.14634146341463414,0.19813340202863536,0.19050927512030652,0.22535362754385213,0.3618485393528857,395.90868279825,24,17,705.1102020859041,342.10987675149073
data_quality_pass_only,candidate34_frozen_baseline,7,calibration,100,96,21,19,0,0,34,66,0.34,0.5294117647058824,0.5882352941176471,0.4411764705882353,0.38235294117647056,0.5,0.47058823529411764,0.012388577798777426,0.017188318762579854,0.0010993946767374392,0.0387955534154018,0.0367137162240744,0.005421633540775517,-0.0169594905881037,-0.018860621627666663,0.0054613385954283,-0.00737283018751711,23.247163144686894,-17.452642127437223,1.4985157173799861,239.20666256536853,-0.3699776061956248,-0.12531593025784735,0.11764705882352941,0.19317611679774296,0.1667984402980421,0.213057398470833,0.4306667515689015,190.47875097588224,18,16,418.4489366043641,279.24227403899556
data_quality_pass_only,candidate35_trend_quality_frozen,7,calibration,100,96,21,19,0,0,86,14,0.86,0.4666666666666667,0.6627906976744186,0.5581395348837209,0.5,0.627906976744186,0.5930232558139535,0.009538757408568842,0.013346309834295737,0.007498959599922739,0.023834843795765136,0.05501750797432235,0.009824478932831782,0.006474939939617452,0.001220559168907398,0.03221474311290906,0.033146094907768986,24.322146814456623,-14.79470064982912,1.438479829120122,255.69226750769025,-0.5297443250716609,-0.1204502262918181,0.17777777777777778,0.14180224301447,0.25820987684604535,0.34015152650346214,0.3664260427644485,202.54202283573233,21,24,510.7650831035892,355.0728155958989
data_quality_pass_only,candidate34_frozen_baseline,8,calibration,100,96,21,19,0,0,36,64,0.36,0.4722222222222222,0.5,0.5,0.5277777777777778,0.5,0.5555555555555556,0.004861242403487882,0.01039674798407904,0.02025995315979766,0.03754133628491608,0.08285635026827645,-0.000630715171207108,-0.002516932043436393,0.009925033095555813,0.013663773039845895,0.028058277354771066,19.215445499828903,-11.46166038419966,1.5000241195301505,208.8910261972978,-0.37541389879871434,-0.12753709918715114,0.1111111111111111,0.15855157500849498,0.13529583182852994,0.2788880822433331,0.34555035358477076,164.58015642724777,17,19,326.66257349709133,217.77154729979355
data_quality_pass_only,candidate35_trend_quality_frozen,8,calibration,100,96,21,19,0,0,89,11,0.89,0.5,0.5056179775280899,0.4943820224719101,0.5730337078651685,0.550561797752809,0.651685393258427,0.006300952932254012,0.011235720576639395,0.015459519939869909,0.013498201502929326,0.05760926868281238,0.0002307297942913955,0.0,0.017993140056504986,0.008304512641827966,0.03781168960702175,14.446385887858163,-11.232206662896374,1.2861574151390276,170.71194294915946,-0.335938298327621,-0.11204053524273519,0.18181818181818182,0.21123081365101712,0.12766623049462764,0.25650176304647837,0.5250898138828126,136.82558167580262,22,22,317.8204895328796,247.10854658372023
data_quality_pass_only,candidate34_frozen_baseline,9,calibration,100,96,21,19,0,0,38,62,0.38,0.3684210526315789,0.47368421052631576,0.47368421052631576,0.4473684210526316,0.5,0.5789473684210527,-0.01095674345269562,-0.01534202730427472,-0.021368227062626942,0.0072725340976121464,0.03355214826562359,-0.004667754978305405,0.0,-0.00920743903025062,0.0004154878653255256,0.03975329331789468,22.54104226989163,-9.953453540767931,1.3210431203850257,176.69170680005257,-0.35949006982216214,-0.18734533759922542,0.2631578947368421,0.1794977021966345,0.1282538981980758,0.3167079315303236,0.2972527285290868,133.3916446902416,14,24,315.57459177848284,238.88288497843035
data_quality_pass_only,candidate35_trend_quality_frozen,9,calibration,100,96,21,19,0,0,87,13,0.87,0.5348837209302325,0.5517241379310345,0.5632183908045977,0.6551724137931034,0.5862068965517241,0.6436781609195402,0.003923008251089381,0.006719023572095155,0.014772406366772328,0.01686883165846248,0.04952587000982646,0.006172812511668679,0.0071794558794071595,0.02544599286155247,0.024507012165768005,0.04507594724017583,23.156423244091318,-16.082800200060415,1.6557991394188296,310.94173061289194,-0.3503724646392442,-0.11234244012420998,0.20930232558139536,0.1820803228527681,0.1745666992665441,0.2980115486444819,0.4387228987134209,264.3302679070072,23,20,532.5977346141003,321.6560040012083
data_quality_pass_only,candidate34_frozen_baseline,10,validation,100,96,21,19,0,0,31,69,0.31,0.2903225806451613,0.41935483870967744,0.25806451612903225,0.3225806451612903,0.41935483870967744,0.4838709677419355,0.005223032417912246,-0.01239536030587811,-0.021328854492715446,-0.03055375321375801,-0.02031765350445337,-0.002295425706538956,-0.017732905253793008,-0.018747221720505136,-0.016079806601918545,-0.003991137722079263,13.531759573520183,-7.466343755895432,0.7414231123714301,57.52627353198214,-0.6757255150240151,-0.21763915311410784,0.22580645161290322,0.2040241242858182,0.39263823947033955,0.3090645923938983,0.39263823947033966,32.679024958678895,9,22,121.78583616168166,164.2595626296995
data_quality_pass_only,candidate35_trend_quality_frozen,10,validation,100,96,21,19,0,0,87,13,0.87,0.4489795918367347,0.5057471264367817,0.47126436781609193,0.5287356321839081,0.5517241379310345,0.6436781609195402,0.003775199425910398,0.0026782585266622353,0.006872252195770998,0.028749110410281657,0.0728915416569723,0.0015618511216490827,-0.0027435469130562273,0.011377438941594376,0.022764869227408502,0.03243690947960509,16.496939815905197,-11.109582619808325,1.2099420312281592,162.97394521508963,-0.4751371027228859,-0.11565523679793924,0.20408163265306123,0.15905985339412512,0.13387293124246094,0.3293876899640854,0.300724373359967,128.0843176930298,22,27,362.93267594991437,299.95873073482477
data_quality_pass_only,candidate34_frozen_baseline,11,validation,100,96,21,19,0,0,27,73,0.27,0.4074074074074074,0.4444444444444444,0.5555555555555556,0.4074074074074074,0.5555555555555556,0.4444444444444444,0.014456975862018029,0.030053873225803992,0.00611642843175827,-0.008339532402471731,-0.017352895602255804,-0.00821021173761649,0.009765165085716454,-0.018385331071348987,0.005263194879337574,-0.017601322136892472,16.938865158867532,-9.935149057713993,1.172148472969259,127.36513182411899,-0.3632234248543029,-0.1607134834775924,0.14814814814814814,0.22204025531834537,0.2242902064550325,0.22204025531834531,0.3322389648278814,85.9929224326613,11,16,186.32751674754286,158.96238492342388
data_quality_pass_only,candidate35_trend_quality_frozen,11,validation,100,96,21,19,0,0,88,12,0.88,0.48936170212765956,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5227272727272727,0.6363636363636364,0.0034904702697208132,0.016679870035124854,0.018655332697733285,0.047561629523832145,0.08904390792661741,0.002243114890640774,0.009709613907183057,0.008375445440663931,0.01183678535063637,0.03427306598954971,20.812978931047923,-14.908777207964924,1.337854285254976,220.88786242294398,-0.42021152737885203,-0.11610105974767067,0.19148936170212766,0.18524990124965005,0.29621616415682994,0.4129844637271178,0.3962726895037137,174.3408144580304,23,24,478.6985154141022,357.81065299115824
data_quality_pass_only,candidate34_frozen_baseline,12,validation,100,96,21,19,0,0,35,65,0.35,0.42857142857142855,0.42857142857142855,0.6,0.6,0.5428571428571428,0.5428571428571428,-0.001897198600032108,0.02690468573570588,0.016999035624055806,0.043041446028093906,0.08729668295387308,-0.015482073640972205,0.03123087760346377,0.03501802478837046,0.0274367617545348,0.038582406669385616,26.149224091716057,-15.021268834454656,1.3056099511249477,191.81298468664778,-0.41544207197796745,-0.16126974307928182,0.14285714285714285,0.1450437913682282,0.1490113274395302,0.26467385272852084,0.3017982779758641,147.61976201404912,15,20,392.23836137574085,300.4253766890931
data_quality_pass_only,candidate35_trend_quality_frozen,12,validation,100,96,21,19,0,0,86,14,0.86,0.5853658536585366,0.5465116279069767,0.5581395348837209,0.5813953488372093,0.627906976744186,0.627906976744186,0.005029766036337734,0.0174497474253167,0.022237713427326028,0.037460369146878454,0.0665737265970241,0.0046404024349741,0.007647594237818023,0.009725386318970242,0.02411976619703393,0.03914836036563929,29.506783285873297,-19.813843663656396,2.102400520274825,471.32745657880037,-0.2887020975580591,-0.10292566622722153,0.14634146341463414,0.197279330923748,0.19349247673905998,0.22438222131100033,0.3719832321504927,404.235814042637,24,17,708.1627988609591,336.8353422821587
data_quality_pass_only,candidate34_frozen_baseline,13,validation,100,96,21,19,0,0,33,67,0.33,0.5757575757575758,0.5454545454545454,0.42424242424242425,0.36363636363636365,0.5151515151515151,0.5151515151515151,0.00404564799770306,0.01974493080218044,0.0014750186528308395,0.04658546696996869,0.05193813360546114,0.003386082145375502,-0.02111429437606205,-0.013302040676523741,0.011346415695949519,0.014393980060837253,28.459017913696496,-21.644631339871108,1.7844125998915632,337.69650160203787,-0.3164414956842897,-0.12484122349603104,0.12121212121212122,0.18730917097229438,0.20611843171278071,0.204104116454686,0.5241232109091413,265.47556900882836,19,14,540.7213403602334,303.02483875819553
data_quality_pass_only,candidate35_trend_quality_frozen,13,validation,100,96,21,19,0,0,87,13,0.87,0.4888888888888889,0.6896551724137931,0.5862068965517241,0.5172413793103449,0.632183908045977,0.5977011494252874,0.009954370323797358,0.017855765481950895,0.008611997644124101,0.023923867901859804,0.055236601172886486,0.010215476607594587,0.0105875473451702,0.005659060045415831,0.03691136404318418,0.03662420563525837,25.444784790837936,-17.23613202892324,1.4120621586728694,263.3542287332001,-0.5219391336128063,-0.11769312560504082,0.17777777777777778,0.12898059206818552,0.26080235144172126,0.27546898119006286,0.3615908094796796,204.29840131991352,22,23,559.7852653984346,396.43103666523456
data_quality_pass_only,candidate34_frozen_baseline,14,validation,100,96,21,19,0,0,35,65,0.35,0.4857142857142857,0.5142857142857142,0.5142857142857142,0.5428571428571428,0.5428571428571428,0.5714285714285714,0.01007258092439913,0.00857461683108898,0.021814363332821968,0.04626756254453325,0.08394313488739688,0.0031949145368095344,0.0021169096168121015,0.01799773242216851,0.05640898902372604,0.028614467024232315,20.21812676881744,-12.070634421825394,1.5819299000023477,226.43673547703938,-0.3611526142506144,-0.1245100187172902,0.11428571428571428,0.15068849766965658,0.13560726346669594,0.2650571344306599,0.3616376113515395,178.28944708156638,17,18,343.7081550698965,217.2714195928571
data_quality_pass_only,candidate35_trend_quality_frozen,14,validation,100,96,21,19,0,0,88,12,0.88,0.47619047619047616,0.48863636363636365,0.5113636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.006595797189153727,0.012099043005956074,0.01445867788801018,0.013658860066114014,0.054691932428082346,-0.0011935285073864654,0.001227892775269357,0.012147993224180698,0.011256854829929885,0.03513140033489204,15.337271307693223,-10.252800601507145,1.3599185683992676,181.18381292070723,-0.3240727371417089,-0.11418093404557274,0.14285714285714285,0.21095163636898767,0.13929459656567555,0.263556488931201,0.5512217912203895,154.07472390202176,20,22,306.74542615386446,225.5616132331572
data_quality_pass_only,candidate34_frozen_baseline,15,validation,100,96,21,19,0,0,40,60,0.4,0.35,0.525,0.475,0.475,0.475,0.55,-0.007908608364406416,-0.012424742065315075,-0.019159044868863228,0.011629393357189936,0.054258764271593485,0.003623765535693324,-0.0035753868518424436,-0.00692943665922624,-0.0025724591690367005,0.029224546550636332,24.473367305239865,-10.355399957242888,1.2725695834951014,173.386743385043,-0.36915740117225904,-0.1895984483516482,0.25,0.16532523874213567,0.12014474731839016,0.30223324990471007,0.2585430929452825,126.47834276608111,14,26,342.6271422733581,269.2403988883151
data_quality_pass_only,candidate35_trend_quality_frozen,15,validation,100,96,21,19,0,0,89,11,0.89,0.5238095238095238,0.5730337078651685,0.5393258426966292,0.6629213483146067,0.5955056179775281,0.651685393258427,0.0061416307576170745,0.006889120019167905,0.015476394441992378,0.01558606071216777,0.048509037671379526,0.006823362809028621,0.007410775659129731,0.026052128337430203,0.017291049649809764,0.048387050256521125,18.945140746612072,-14.506301245730247,1.4365932754503619,226.66707151086058,-0.36760371199225506,-0.11946051931003697,0.21428571428571427,0.22132039516810517,0.18798913473323578,0.3302457123852608,0.500173457199446,189.06140921402041,22,20,416.7930964254656,290.12602491460495
data_quality_pass_only,candidate34_frozen_baseline,16,validation,100,96,21,19,0,0,31,69,0.31,0.2903225806451613,0.41935483870967744,0.3548387096774194,0.3548387096774194,0.41935483870967744,0.45161290322580644,0.003831031755936146,-0.007159030624053151,-0.015345870058687204,-0.021750126351178737,0.0008489723349133155,-0.0016025244249144865,-0.013230236347394397,-0.020723478727817213,-0.0286360287364269,-0.02334369159062788,9.057328578593241,-5.673555319067714,0.6530774045154873,56.69774018784946,-0.5719669086149752,-0.18143762021154874,0.22580645161290322,0.2164619202138956,0.1743766094336887,0.3895923042833321,0.28739325697933854,39.052639562675076,9,22,81.51595720733917,124.81821701948971
data_quality_pass_only,candidate35_trend_quality_frozen,16,validation,100,96,21,19,0,0,88,12,0.88,0.48936170212765956,0.5227272727272727,0.5113636363636364,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.004268753707821521,0.002936238781751689,0.009099394054083988,0.028189118161028995,0.07130802280209156,0.0022235948006088524,0.0014889768466510578,0.011506441053460104,0.014024470067919403,0.03304318734943312,20.204935520314297,-13.082676657035224,1.4800536399831732,250.7292771983835,-0.4609375388200284,-0.10957550502654388,0.19148936170212766,0.1556124315953904,0.1436876730864123,0.3880153893631421,0.28376099776690683,208.86172417191167,23,24,464.71351696722894,313.9842397688453
data_quality_pass_only,candidate34_frozen_baseline,17,validation,100,96,21,19,0,0,27,73,0.27,0.4444444444444444,0.4074074074074074,0.5555555555555556,0.4074074074074074,0.5555555555555556,0.4444444444444444,0.010435631251263344,0.02588393559471678,0.0027644515854165024,-0.003502780117768566,-0.027850670931046827,-0.008917158684665694,0.009765165085716454,-0.009677435563663073,0.005263194879337574,-0.017601322136892472,19.54612201141745,-12.940709036193558,1.208349369837425,140.442828594106,-0.3662682063335636,-0.1634755229500473,0.1111111111111111,0.2351828230644025,0.21970959795839762,0.23518282306440247,0.2989862715552146,85.27988273882906,12,15,234.55346413700937,194.11063554290337
data_quality_pass_only,candidate35_trend_quality_frozen,17,validation,100,96,21,19,0,0,89,11,0.89,0.5,0.5393258426966292,0.5393258426966292,0.5393258426966292,0.5056179775280899,0.5955056179775281,0.0021889839276612393,0.016791437528082327,0.013716631424302479,0.043608273292502345,0.07699510100304897,0.0020341430925849835,0.009248357156271148,0.007393708499300766,0.0022539242693768724,0.02834364002705425,19.58849595424108,-13.39308907810944,1.4625823691606612,242.49435815102777,-0.4473073830071549,-0.11649088023867453,0.13043478260869565,0.28159831159888665,0.2666233631902435,0.3261155596409032,0.4048959542654557,202.3062253445222,23,23,450.53540694754486,308.04104879651715
data_quality_pass_only,candidate34_frozen_baseline,18,validation,100,96,21,19,0,0,33,67,0.33,0.45454545454545453,0.45454545454545453,0.6060606060606061,0.6060606060606061,0.5757575757575758,0.5757575757575758,0.0018087984485013712,0.03599182210673097,0.02189666829045986,0.04529686358620949,0.07982664785586657,-0.012970156178702452,0.03298899578699044,0.03501802478837046,0.0323740787818827,0.057112260298295414,30.21904976978758,-17.668656925859885,1.425266310874244,235.2499218813358,-0.3978716954261414,-0.1566975181261614,0.15151515151515152,0.16150988285777113,0.1658754109348831,0.2578246231922994,0.3392135097588343,176.3256249845376,15,18,453.2857465468137,318.03582466547795
data_quality_pass_only,candidate35_trend_quality_frozen,18,validation,100,96,21,19,0,0,87,13,0.87,0.5384615384615384,0.5517241379310345,0.5517241379310345,0.5747126436781609,0.632183908045977,0.6551724137931034,0.005490305179866304,0.021064433999403914,0.02398284490989358,0.03948365129956379,0.0764700789547786,0.004900223701220341,0.00925286907505285,0.007802016704394177,0.0247693967802749,0.058911258079207496,16.842598277617483,-12.019255147025689,1.6348515569549489,237.34797118350477,-0.3220801806012019,-0.10681705148915328,0.1794871794871795,0.15881739444794807,0.18846009252581822,0.290861555706568,0.3713330751300875,206.85177003070325,21,18,353.69456382996714,216.3465926464624
data_quality_pass_only,candidate34_frozen_baseline,19,validation,100,96,21,19,0,0,31,69,0.31,0.4838709677419355,0.5161290322580645,0.3870967741935484,0.25806451612903225,0.45161290322580644,0.4838709677419355,0.006684071617980813,0.009692701082355669,-0.014207473813371235,0.01931329256258145,0.013022293726541387,0.0006569825908071536,-0.02111429437606205,-0.03101360356509708,-0.03679371943440979,-0.010313531450518942,14.31377654504323,-10.525892285176674,1.2748720153516935,146.2923716128217,-0.35520218605902654,-0.11550101452446457,0.12903225806451613,0.23586150417439727,0.17019268190898795,0.23586150417439727,0.4341302282878733,117.05562465912993,15,16,214.70664817564847,168.41427656282679
data_quality_pass_only,candidate35_trend_quality_frozen,19,validation,100,96,21,19,0,0,87,13,0.87,0.4782608695652174,0.6896551724137931,0.5977011494252874,0.5172413793103449,0.5977011494252874,0.5747126436781609,0.012014427340265154,0.017314722742106412,0.007847286456210785,0.020227577821978895,0.042344487611167284,0.011023159352018919,0.0105875473451702,0.009808547095654152,0.030006109822868776,0.03183082952469274,20.925808769380907,-14.21872981280938,1.3490650448011048,219.11827741895485,-0.5150430756851583,-0.11679833950154418,0.17391304347826086,0.12792685942930587,0.26078825504929576,0.3235383583152624,0.3635249993489789,171.87361548832558,22,24,460.36779292637993,341.24951550742526
data_quality_pass_only,candidate34_frozen_baseline,20,holdout,100,96,21,19,0,0,33,67,0.33,0.5151515151515151,0.5757575757575758,0.48484848484848486,0.48484848484848486,0.5757575757575758,0.5454545454545454,0.01056041121743593,-0.003902377153574181,0.025234774981081683,0.05354615975895879,0.08534871218294138,0.004624273250525723,-0.012945055006719719,-0.002061804585836491,0.066334926138085,0.024285725184849394,22.824751456797642,-15.901515607459185,1.5250935207378307,233.59652504621295,-0.37505176188834877,-0.12296245336286502,0.12121212121212122,0.19774173386438632,0.17363172221620093,0.2861059358478572,0.33989218256939724,170.29528251757,17,16,388.0207747655599,254.42424971934696
data_quality_pass_only,candidate35_trend_quality_frozen,20,holdout,100,96,21,19,0,0,88,12,0.88,0.5238095238095238,0.5113636363636364,0.5113636363636364,0.5340909090909091,0.5681818181818182,0.625,0.006064524788111109,0.013804910964693521,0.015338287579994005,0.012626593498130768,0.05973369959039788,0.0008746475081364835,0.001227892775269357,0.007395748022118731,0.014508362444146772,0.03513140033489204,17.70644743512514,-12.3554570421968,1.5763959287073552,242.4327027288171,-0.35649523047574716,-0.11383978118817084,0.14285714285714285,0.20235096748673845,0.14590449475392198,0.2705842903776736,0.532002580354337,208.54634145546027,22,20,389.5418435727531,247.109140843936
data_quality_pass_only,candidate34_frozen_baseline,21,holdout,100,96,21,19,0,0,39,61,0.39,0.38461538461538464,0.5128205128205128,0.4358974358974359,0.4358974358974359,0.48717948717948717,0.5897435897435898,-0.0036245987428432627,-0.003093733978902902,-0.009603653811961963,0.008927438186240737,0.05018536862776743,0.0025891874837098428,-0.007150773703684887,-0.01009317649734831,-0.00030519908563708675,0.04767575711109662,26.037731668281562,-12.877213363164936,1.2637503032469977,181.51285430826513,-0.3922903413190333,-0.13242274485603356,0.23076923076923078,0.15705862409484347,0.11332923833919496,0.2629618452933694,0.2723171190355616,120.17109965269957,15,24,390.56597502422346,309.05312071595847
data_quality_pass_only,candidate35_trend_quality_frozen,21,holdout,100,96,21,19,0,0,90,10,0.9,0.5476190476190477,0.5777777777777777,0.5444444444444444,0.6888888888888889,0.5777777777777777,0.6666666666666666,0.0052511512559158275,0.007455827588093976,0.019078124563176195,0.01643056135824609,0.05448839830957126,0.006653603426010957,0.009250754324907629,0.026586545052871613,0.017867698915878916,0.05613356913999501,24.284328570448853,-19.190036211881406,1.5318792768929552,293.92886909457695,-0.34432645965246744,-0.12068263195534559,0.19047619047619047,0.21739538343073633,0.19459461512612347,0.25726478361311617,0.5134450069106601,246.06711708041672,23,19,558.5395571203236,364.6106880257466
data_quality_pass_only,candidate34_frozen_baseline,22,holdout,100,96,21,19,0,0,31,69,0.31,0.3548387096774194,0.45161290322580644,0.41935483870967744,0.41935483870967744,0.45161290322580644,0.45161290322580644,0.0023255721977066823,-0.019236063796443187,-0.029384434259508995,-0.03788143612890825,-0.03363527624499794,-0.0011115882074119732,-0.008003570787356695,-0.016250014305114746,-0.016079806601918545,-0.02334369159062788,7.525978242440663,-6.020964807115275,0.6874791941070243,62.366464524541804,-0.5637272398866912,-0.1976110983166084,0.1935483870967742,0.20422174383127864,0.35246711616898974,0.34631623353612145,0.35246711616898974,49.82167432090236,11,20,82.7857606668473,120.41929614230551
data_quality_pass_only,candidate35_trend_quality_frozen,22,holdout,100,96,21,19,0,0,89,11,0.89,0.4791666666666667,0.550561797752809,0.5168539325842697,0.550561797752809,0.5393258426966292,0.6404494382022472,0.006596831536291779,0.003777061591895695,0.01167949406716001,0.031418660270950985,0.07194958547469466,0.0035460959929021207,0.0019006161103471975,0.011377438941594376,0.012632642164450258,0.03583923217877327,18.258626061978564,-12.20024458562577,1.3768523949766933,214.94228478486278,-0.4908790044538742,-0.11272680189356163,0.20833333333333334,0.1715127217431362,0.15218855520481323,0.34460773558725816,0.2609362453151042,175.7685748342794,23,25,419.94839942550686,305.0061146406442
data_quality_pass_only,candidate34_frozen_baseline,23,holdout,100,96,21,19,0,0,28,72,0.28,0.42857142857142855,0.39285714285714285,0.5,0.39285714285714285,0.5,0.42857142857142855,0.00783178051446314,0.02151787259998945,0.00028180752165957564,-0.0060749564126094825,-0.03086607647963077,-0.01740738864148267,0.003086400773106235,-0.021433484308315487,0.0020158198145902584,-0.02416166560535754,19.34376439575355,-12.756678698601455,1.1372727682171448,128.01831357141936,-0.4047254299779911,-0.1634755229500473,0.10714285714285714,0.2376431009269091,0.2089492232961466,0.2376431009269091,0.2843432867666629,72.85536771614241,12,16,232.12517274904258,204.10685917762328
data_quality_pass_only,candidate35_trend_quality_frozen,23,holdout,100,96,21,19,0,0,90,10,0.9,0.5102040816326531,0.5,0.5333333333333333,0.5444444444444444,0.5333333333333333,0.6333333333333333,0.0006630557489895273,0.015038733961476742,0.015315522651687199,0.04918470982749918,0.08391354752329346,0.00037563016124264603,0.006226765886952479,0.008375445440663931,0.009875322165940004,0.032133869502148915,17.699752212039417,-11.860010661880159,1.5545721174434606,257.8535494158616,-0.43234975901057926,-0.12094672403973866,0.14285714285714285,0.240522199406103,0.20417746366102626,0.44400960731233974,0.3314044060335993,209.00807088497783,25,24,442.49380530098534,284.6402558851238
data_quality_pass_only,candidate34_frozen_baseline,24,holdout,100,96,21,19,0,0,32,68,0.32,0.4375,0.46875,0.5625,0.5625,0.625,0.53125,0.0009312723000044487,0.02587616798879907,0.009485009943902337,0.02697953441192336,0.049148264780694506,-0.012080770593911994,0.02383796573030761,0.031048445422114268,0.02990542026820875,0.03520661809703918,22.330077197517685,-12.98002630904741,1.3380433449650024,178.98060720239422,-0.34561038118194987,-0.1586572819218711,0.15625,0.18198305410094726,0.14950048217737533,0.18198305410094728,0.3524625406534871,134.78738452979556,14,18,312.6210807652476,233.6404735628534
data_quality_pass_only,candidate35_trend_quality_frozen,24,holdout,100,96,21,19,0,0,88,12,0.88,0.5609756097560976,0.5795454545454546,0.5795454545454546,0.5681818181818182,0.6363636363636364,0.6363636363636364,0.006218264824309699,0.022086662986069303,0.026872126650637887,0.04002232282908252,0.07725589606203664,0.00762131052849635,0.014656970728746277,0.010860639108471126,0.023368188445690552,0.046277202447131405,22.501575784090885,-16.98261203581188,1.6930265757271876,311.84922638947666,-0.38137531914031264,-0.10590353770453655,0.1951219512195122,0.1492183975312712,0.18915655740505985,0.24629603941721293,0.33144193017338847,267.656003716878,23,18,517.5362430340904,305.68701664461383
data_quality_pass_only,candidate34_frozen_baseline,25,holdout,100,96,21,19,0,0,30,70,0.3,0.4666666666666667,0.4666666666666667,0.43333333333333335,0.3333333333333333,0.4,0.43333333333333335,0.004963557839100996,0.01582845247178286,-0.007764352677412659,0.016381121015047698,0.010830387408770086,-0.007194693989428458,-0.014682536162438475,-0.031941857934650375,-0.035112394037735695,-0.04702250669980734,14.376850114773744,-9.872999931501477,1.2741561772211933,143.30790270280878,-0.31318344555639444,-0.12260496074193401,0.1,0.25160008024146147,0.1769639137147786,0.2516000802414615,0.3088453185646167,114.071155749117,14,16,201.2759016068324,157.96799890402363
