policy_name,split_name,sample_count,total_buy_count,median_buy_count,minimum_buy_count,median_no_trade_count,median_buy_rate,worst_sample_ending_value,median_ending_account_value,worst_max_drawdown,median_simulated_win_rate,median_accuracy_1d,median_accuracy_3d,median_accuracy_5d,median_accuracy_10d,median_accuracy_20d,median_profit_factor,worst_trade_loss_percent,max_top_ticker_loss_share,max_top_theme_loss_share,median_ending_value_excluding_best_trade,total_excluded_trades,total_excluded_loser_count,total_excluded_winner_count,excluded_loser_dollars_avoided,excluded_winner_dollars_missed,median_overlay_false_positive_rate,median_overlay_false_negative_rate
overlay_ticker_loss_cooldown_10pct_15,holdout,10,884,88.0,85,12.0,0.88,191.39391152341082,237.34364358697704,-0.4908790044538742,0.5161887141535615,0.5475031210986268,0.5287356321839081,0.5511429678419217,0.5674242424242424,0.625,1.5544456029652352,-0.12290579040323074,0.2914630015639451,0.532002580354337,202.51319174691673,10,5,5,44.31026650782988,73.60253507723125,0.0,0.4838112858464385
overlay_ticker_loss_cooldown_10pct_15,validation,10,862,86.0,84,14.0,0.86,162.97394521508963,226.9328232447085,-0.5515302093630572,0.49468085106382975,0.5385154061624651,0.5402511566424322,0.5380300957592339,0.5653906454141625,0.6299465240641711,1.451576581343422,-0.11946051931003697,0.3159951123180114,0.5512217912203895,192.88189151988763,14,7,7,61.215568837846945,111.40140966851374,0.16666666666666666,0.5053191489361701
overlay_ticker_loss_cooldown_10pct_5,calibration,10,853,85.0,82,15.0,0.85,137.8129672318874,262.587391330311,-0.5504555148498118,0.5227272727272727,0.5502523128679563,0.5613711001642037,0.5706716036772217,0.5954290296712108,0.6450098121670872,1.546160373472944,-0.12004988411559323,0.38064424833674393,0.5250898138828126,211.83858811215066,9,4,5,37.314686525617276,86.95973924473356,0.0,0.4772727272727273
overlay_ticker_loss_cooldown_10pct_5,holdout,10,886,88.0,85,12.0,0.88,191.39391152341082,237.34364358697704,-0.4908790044538742,0.5223214285714286,0.5475031210986268,0.5340909090909091,0.5536899897854954,0.5674242424242424,0.625,1.5544456029652352,-0.12290579040323074,0.2914630015639451,0.532002580354337,202.6322395871713,8,5,3,44.31026650782988,49.12207397569925,0.0,0.4776785714285714
overlay_ticker_loss_cooldown_10pct_5,validation,10,864,86.0,84,14.0,0.86,162.97394521508963,226.9328232447085,-0.5515302093630572,0.5002364066193853,0.54125138427464,0.543370756482224,0.5428422152560084,0.5653906454141625,0.6321353065539113,1.4583234577167676,-0.11946051931003697,0.3159951123180114,0.5512217912203895,192.88189151988763,12,7,5,61.215568837846945,86.92094856698174,0.0,0.4997635933806146
overlay_ticker_loss_cooldown_5pct_10,calibration,10,606,60.0,57,40.0,0.6,126.32315193939253,193.9617791402004,-0.5127355629076178,0.5,0.5038461538461538,0.4956140350877193,0.5534290271132376,0.5761494252873564,0.6147098515519569,1.5975656803630058,-0.12228244287788831,0.240235896222465,0.6145298540262294,162.9597858142857,256,114,142,843.6450839252462,1693.2815438186115,0.5386904761904762,0.5
overlay_ticker_loss_cooldown_5pct_10,holdout,10,650,64.5,60,35.5,0.645,90.898537465232,218.152114843301,-0.4374749574776521,0.4765765765765766,0.5194805194805194,0.5035211267605634,0.5179163214581607,0.5674044265593561,0.6297619047619047,1.6585999458938252,-0.11942492524965044,0.30886898432192456,0.5752669706110732,181.88072297021375,244,116,128,870.6891746924255,1541.5705205782492,0.5,0.5234234234234234
overlay_ticker_loss_cooldown_5pct_10,validation,10,624,60.5,59,39.5,0.605,91.30908345358729,166.56458871555387,-0.47718227242537914,0.47166521360069746,0.521045197740113,0.4957627118644068,0.5,0.5517198404785643,0.6101694915254238,1.314136790058337,-0.12083479384065095,0.22744777171787633,0.6297634916493432,126.13964756652344,252,120,132,889.3688855530864,1663.104866811345,0.5178799489144317,0.5283347863993025
overlay_ticker_loss_cooldown_5pct_15,calibration,10,588,57.5,53,42.5,0.575,80.52666481236079,202.63949309478556,-0.5214475615793229,0.5,0.5042372881355932,0.4957627118644068,0.5534290271132376,0.575187969924812,0.6150323275862069,1.613032992308182,-0.12156447932814812,0.24769115452172344,0.656340773115419,168.35487717485472,274,125,149,906.1132515280576,1762.347080711639,0.543560606060606,0.5
overlay_ticker_loss_cooldown_5pct_15,holdout,10,631,63.5,56,36.5,0.635,97.39225814710366,214.3691941439771,-0.4293549122508281,0.49324324324324326,0.519593253968254,0.5167410714285714,0.5194919517102616,0.5566901408450704,0.6282169117647058,1.6548565789681633,-0.1208461178793104,0.30886898432192456,0.6023486410141524,180.75159792654915,263,129,134,950.5414921275536,1680.8697864817223,0.4791304347826087,0.5067567567567568
overlay_ticker_loss_cooldown_5pct_15,validation,10,599,58.0,54,42.0,0.58,88.70292590904265,170.60538308988356,-0.4780611132353809,0.46291208791208793,0.528782894736842,0.5031156530408774,0.5147058823529411,0.5447860962566844,0.5827784503631961,1.3417596811435735,-0.12110916208114378,0.23622859892058412,0.6511141589313647,133.30875172369878,277,135,142,981.0023278424388,1764.787887235234,0.5080645161290323,0.5370879120879121
overlay_ticker_loss_cooldown_5pct_5,calibration,10,664,65.5,62,34.5,0.655,142.02784224469352,192.38697418914563,-0.4793047433847606,0.5,0.5189340813464236,0.5260210803689065,0.5639482053611995,0.5906947890818859,0.636280137772675,1.5525710683485332,-0.12465263483682122,0.2637732688701243,0.5087582293512682,159.0652233263428,198,96,102,714.7792292232506,1306.3355211118983,0.5,0.5
overlay_ticker_loss_cooldown_5pct_5,holdout,10,700,69.0,67,31.0,0.69,132.5603114377433,180.70578107500148,-0.4568139103380995,0.4792663476874003,0.5318291700241741,0.520866454689984,0.5349761526232115,0.5591972569584509,0.6331478537360891,1.43442876984642,-0.1196937767457927,0.2788842053009278,0.503499909235063,147.24911043405604,194,97,97,736.4347827426358,1258.8887556723193,0.4880952380952381,0.5207336523125996
overlay_ticker_loss_cooldown_5pct_5,validation,10,674,66.5,64,33.5,0.665,94.26777550983454,179.62299140119615,-0.4387156128387497,0.48528174936921786,0.5262443438914027,0.5115384615384615,0.5368364030335862,0.5580528846153846,0.6099597585513079,1.346911461157942,-0.12007864444855858,0.2445165359127935,0.5620207925141488,134.9390140216698,202,101,101,746.0527013096121,1285.1982548260016,0.5227743271221532,0.5147182506307821
overlay_ticker_loss_cooldown_8pct_10,calibration,10,791,79.5,75,20.5,0.795,163.20689465727193,328.84887731306986,-0.4343287656489515,0.525,0.5534188034188035,0.5687607438662291,0.5706112616681722,0.6189248320050008,0.6645833333333333,1.9439410500996266,-0.12185470906417718,0.27604255573014314,0.46471147852218336,277.8938480692599,71,42,29,376.76817745344937,371.7339939362665,0.41428571428571426,0.475
overlay_ticker_loss_cooldown_8pct_10,holdout,10,826,83.0,78,17.0,0.83,197.65481572982296,237.29954156780303,-0.460357322617872,0.5116531165311653,0.546339202965709,0.5430402930402931,0.5508462421113023,0.5799019607843137,0.6381598793363499,1.639116226308361,-0.11773513419066127,0.25551953824729373,0.4775205866541883,199.35314482430104,68,38,30,356.34534783581285,462.0386636941094,0.35416666666666663,0.4883468834688347
