date,action,ticker,entry_price,entry_low,entry_high,stop_loss,target_1,target_2,expected_holding_days,confidence,reason,smoke_score,rank,fwd_return_5d,fwd_return_10d,fwd_return_20d,excess_return_5d,excess_return_10d,excess_return_20d
2026-03-19,BUY,MU,444.2699890136719,442.0486390686035,446.4913389587402,404.8349860055106,523.1399950299945,602.010001046317,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9469387755102041,1,-0.1999009605752612,-0.1756364388972841,0.02430958331109445,-0.17760638462853406,-0.16961950834776318,-0.05198630602933463
2026-03-20,BUY,DELL,157.6699981689453,156.8816481781006,158.45834815979003,146.6985686165946,179.61285727364674,201.55571637834817,20,92,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9204081632653061,1,0.08968097643089501,0.098369979621721,0.29536378426489507,0.11200698643016949,0.08239639892176798,0.2026213467490674
2026-03-23,BUY,GEV,882.6400146484375,878.2268145751954,887.0532147216796,824.166264125279,999.5875156947545,1116.5350167410716,20,91,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9061224489795918,1,-0.07397131104293464,0.03184762177676581,0.12310791641121255,-0.038251524041081564,0.02598847778136859,0.048799863305840185
2026-03-24,BUY,DELL,176.91000366210938,176.02545364379884,177.7945536804199,165.30857358660018,200.11286381312777,223.31572396414617,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9693877551020409,1,-0.0722401137004447,0.04838617026396652,0.21332875164287923,-0.06789220676490237,0.013434063117635286,0.12448642648354236
2026-03-25,BUY,DELL,184.00999450683594,183.08994453430176,184.9300444793701,172.3185648236956,207.39285387311662,230.7757132393973,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.936734693877551,1,-0.07950649454250125,-0.01385787657786175,0.15287215761406636,-0.07710093887698422,-0.04901205209449577,0.0742661402773761
2026-03-26,BUY,MRVL,97.68000030517578,97.1916003036499,98.16840030670166,90.96321432931083,111.11357225690568,124.54714420863559,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9326530612244899,1,0.09653972436234848,0.31541774254433275,0.6821252768760222,0.07989090049705361,0.262138364959275,0.57539602557826
2026-03-27,BUY,ARM,144.1300048828125,143.40935485839844,144.85065490722656,131.10957772391183,170.17085920061385,196.2117135184152,20,89,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.889795918367347,1,0.032193153628358395,0.09331850754586424,0.4978144561802911,-0.006981040521164772,0.011295535211174546,0.36994624721827174
2026-03-30,BUY,DELL,164.66000366210938,163.8367036437988,165.4833036804199,152.21536145891463,189.54928806849887,214.43857247488836,20,85,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.846938775510204,1,0.07913274923784819,0.12055138104733532,0.25063760534318935,0.036013611836933634,0.02167001932692747,0.12449232086141993
2026-03-31,BUY,MRVL,99.05000305175781,98.55475303649902,99.54525306701659,91.16750390189034,114.81500135149275,130.5799996512277,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9734693877551021,1,0.15547696539128042,0.35890966134732416,0.580716834934415,0.11600533232222876,0.28264190365483843,0.4865507253525039
2026-04-01,BUY,MRVL,106.70999908447266,106.1764490890503,107.243549079895,98.21464347839355,123.70071029663086,140.69142150878906,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9775510204081632,1,0.12388718333919257,0.24983596908861871,0.5476524722462988,0.08623688226197657,0.17899172331303337,0.45086353406279245
2026-04-02,BUY,INTC,50.380001068115234,50.12810106277466,50.63190107345581,46.02464417048863,59.09071486336845,67.80142865862166,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9428571428571428,1,0.23818975279051013,0.3596665055124948,0.9773719855998588,0.20215906760219338,0.2768554170545634,0.8785353882573816
2026-04-06,BUY,INTC,50.779998779296875,50.52609878540039,51.03389877319336,46.5274989264352,59.284998485020225,67.78999819074357,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9285714285714285,1,0.28357624797245595,0.2938164341789671,0.886175681011371,0.24234275850899345,0.21825457088426914,0.7965151438578992
2026-04-07,BUY,INTC,52.90999984741211,52.64544984817505,53.174549846649164,48.62321431296212,61.48357091631209,70.05714198521207,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9653061224489795,1,0.2060102354434621,0.2523152963016182,1.0440370787710114,0.15255303930915187,0.18426510307268584,0.9461182478847507
2026-04-08,BUY,INTC,58.95000076293945,58.655250759124755,59.244750766754144,54.170358249119346,68.50928579057967,78.06857081821988,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9836734693877551,1,0.10161156235696911,0.10720942830080826,0.917048357483268,0.06621268907093913,0.055139175348140945,0.8315170687612783
2026-04-09,BUY,INTC,61.720001220703125,61.41140121459961,62.028601226806636,56.84392956324986,71.47214453560966,81.22428785051619,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9673469387755101,1,0.10985091777708234,0.08198310853073099,0.7760855570075962,0.07786138848777369,0.040006905518875646,0.700090137045829
2026-04-10,BUY,MRVL,128.49000549316406,127.84755546569824,129.13245552062986,118.37464795793807,148.72072056361606,168.95143563406805,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9591836734693878,1,0.0871662889674174,0.2787764848164427,0.3240718936062601,0.04201279695370186,0.22803033441211817,0.23847454973946847
2026-04-13,BUY,MRVL,131.3000030517578,130.64350303649903,131.9565030670166,121.07321766444615,151.75357382638114,172.20714460100447,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9428571428571427,1,0.12597100458263388,0.20495051817707566,0.3011423638013653,0.09300205556340413,0.1625805890725125,0.2236026260079076
2026-04-14,BUY,MRVL,133.8300018310547,133.1608518218994,134.49915184020995,123.42107391357422,154.64785766601562,175.46571350097656,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9428571428571428,1,0.1306134311318743,0.14495997632111424,0.22917131995307538,0.1167609488970276,0.12014936098892104,0.16621597433226376
2026-04-15,BUY,AVGO,396.7200012207031,394.7364012145996,398.7036012268066,377.3828637259347,435.3942762102399,474.0685511997767,20,86,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.8612244897959183,1,0.06536094120789215,0.02200547227128946,0.05058985496688728,0.04925953324158083,0.0053754545442887824,-0.009943897882499941
2026-04-16,BUY,AMD,278.260009765625,276.8687097167969,279.6513098144531,262.5207214355469,309.73858642578125,341.2171630859375,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9551020408163267,1,0.09728302974416381,0.27395233879621284,0.616114412508675,0.08760592213879481,0.24972407916810058,0.5498287306317573
2026-04-17,NO_TRADE,HOOD,90.75,90.29625,91.20374999999999,83.53617831638881,105.17764336722237,119.60528673444475,20,79,Top ranked EOD candidate failed one or more baseline BUY filters.,0.789795918367347,1,-0.06655648391765667,-0.18831951887482778,-0.1499724585162706,-0.07190752415561597,-0.20311943093277318,-0.19085167622390864
2026-04-20,BUY,MRVL,147.83999633789062,147.10079635620116,148.57919631958006,137.08713912963867,169.34571075439453,190.85142517089844,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9387755102040817,1,0.07014347018972966,0.10700762794975915,0.14265419954211245,0.06104253826504835,0.093899433674828,0.10042305755630987
2026-04-21,BUY,MRVL,151.30999755859375,150.55344757080078,152.06654754638672,141.05428314208984,171.82142639160156,192.33285522460938,20,89,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.8918367346938776,1,0.012689169254674004,0.11526008011898048,0.16495940199986858,0.0018807594619678625,0.08729450523618465,0.12284776318151702
2026-04-22,BUY,AMD,303.4599914550781,301.94269149780274,304.9772914123535,286.27106530325756,337.83784375871926,372.2156960623604,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9387755102040817,1,0.11088774416401326,0.3886180271339552,0.47492255709274245,0.11036751089148256,0.3568130828582161,0.4326847129970941
2026-04-23,BUY,ARM,204.61000061035156,203.5869506072998,205.6330506134033,189.73054122924805,234.3689193725586,264.1278381347656,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9346938775510203,1,0.027906782155487253,0.042519900895802154,0.4575534436083677,0.013495093593731244,0.00987115435861785,0.40918029390746957
2026-04-24,BUY,INTC,82.54000091552734,82.1273009109497,82.95270092010497,75.73214367457798,96.15571539742606,109.77142987932478,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9877551020408163,1,0.20692999323485117,0.5134479862290078,0.45190204759673613,0.19753141359270976,0.4802799432634861,0.40750054032913785
2026-04-27,BUY,INTC,84.98999786376953,84.56504787445068,85.41494785308836,77.96035534994942,99.04928289140975,113.10856791904996,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9734693877551021,1,0.12695612644705134,0.5230027732073323,0.4533474496735088,0.12298500500273102,0.48926253597782354,0.403820701079864
2026-04-28,BUY,INTC,84.5199966430664,84.09739665985107,84.94259662628173,77.71214021955217,98.13570949009488,111.75142233712336,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.936734693877551,1,0.27957886679295063,0.4269995906376529,0.44072410647753846,0.2626051604764308,0.3897783424207286,0.3862481135617297
2026-04-29,BUY,INTC,94.75,94.27625,95.22375,87.22000094822475,109.8099981035505,124.869996207101,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9836734693877551,1,0.19271770064623195,0.2695514608498928,0.27588389857148754,0.1614492565280341,0.22636590233122234,0.21542694719160904
2026-04-30,BUY,INTC,94.4800033569336,94.00760334014892,94.95240337371825,86.78393254961287,109.87214497157504,125.26428658621649,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.926530612244898,1,0.16024554246099476,0.22703213575476688,0.21380182293102945,0.1422675773201505,0.18596958758403392,0.16117609068280703
2026-05-01,BUY,INTC,99.62000274658203,99.12190273284912,100.11810276031493,91.45571817670549,115.94857188633512,132.2771410260882,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9428571428571427,1,0.2539650143026253,0.09184896249963526,0.09747037559488336,0.2304168700880702,0.06614999924607567,0.04489290757344211
2026-05-04,BUY,MU,576.4500122070312,573.5677621459961,579.3322622680663,532.0018038068499,665.3464290073939,754.2428458077566,20,92,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9204081632653061,1,0.37970335718234316,0.18230542734826005,0.8459536005765014,0.35005199057494263,0.15355928959570297,0.7880714025662536
2026-05-05,BUY,MU,640.2000122070312,636.9990121459961,643.4010122680663,590.5071629115514,739.5857107979909,838.9714093889506,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9612244897959183,1,0.19740706415660458,0.09144013888024238,0.6863010398380709,0.17749746199615046,0.07767891546848715,0.6442020720984858
2026-05-06,BUY,AMD,421.3900146484375,419.2830645751953,423.49696472167966,385.9889460972377,492.19215175083707,562.9942888532366,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9510204081632653,1,0.0572153694047004,0.06215138236172546,0.24160514967003444,0.04565958636058465,0.05204007219812423,0.20990842260254894
2026-05-07,BUY,DDOG,188.72999572753906,187.78634574890137,189.67364570617673,173.68917056492398,218.81164605276922,248.89329637799938,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9346938775510205,1,0.0747628937093896,0.15530121455048018,0.24044935044838112,0.052085995170927823,0.1400739620927176,0.23228897077197463
2026-05-08,BUY,MU,746.8099975585938,743.0759475708007,750.5440475463867,683.9439293997629,872.5421338762555,998.2742701939173,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9591836734693878,1,-0.02965951779766396,0.0056105334089042724,0.2711131779169784,-0.03176085426254982,-0.0052623002782787864,0.26894407242020657
2026-05-11,BUY,MU,795.3300170898438,791.3533670043945,799.3066671752929,726.5346668788366,932.9207175118581,1070.5114179338725,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9653061224489796,1,-0.1430727328497723,0.1264254908432687,0.1767316642629817,-0.1421935723065041,0.1111542352651318,0.17977508376406537
2026-05-12,BUY,MU,766.5800170898438,762.7471170043946,770.4129171752929,692.8421630859375,914.0557250976562,1061.5314331054688,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9448979591836736,1,-0.08849699358588659,0.2111064108728533,0.16345324036575226,-0.08246863701813312,0.19447086206535724,0.18072545056720102
2026-05-13,BUY,MU,803.6300048828125,799.6118548583985,807.6481549072265,727.0475093296595,956.7949959891184,1109.9599870954244,20,92,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9204081632653061,1,-0.08914551996958386,0.14918558779536872,0.23921455031088334,-0.08771754841850676,0.13262919212810753,0.2453440485096593
2026-05-14,BUY,PANW,238.2100067138672,237.01895668029786,239.40105674743648,224.80857958112443,265.0128609793527,291.8157152448382,20,92,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9224489795918368,1,0.061752197810679865,0.18252799841346,0.17383815640062972,0.06903665499490463,0.17142090009568145,0.1824190712419128
2026-05-15,BUY,PANW,242.8300018310547,241.6158518218994,244.04415184020993,228.56928852626254,271.351428440639,299.8728550502233,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9428571428571428,1,0.07309634150379907,0.23740892278781334,0.17176628258186266,0.06434323749812987,0.21120386094138022,0.15058031109796532
2026-05-18,BUY,CRWD,618.8300170898438,615.7358670043945,621.924167175293,582.449484688895,691.5910818917412,764.3521466936386,20,94,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.936734693877551,1,0.08519297585312668,0.2425868024682336,0.09802364376213579,0.06902834842909367,0.21426488786902786,0.08221102304903627
2026-05-19,BUY,CRWD,616.8800048828125,613.7956048583984,619.9644049072265,579.5137568882534,691.6125008719307,766.3449968610489,20,93,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9346938775510205,1,0.0461677801895366,0.21192124794770173,0.107119725986899,0.023366420085349393,0.1839681721410924,0.0972659082387306
2026-05-20,BUY,ARM,256.7300109863281,255.44636093139647,258.01366104125975,229.88129697527205,310.4274390084403,364.1248670305524,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9551020408163264,1,0.3059244134552166,0.5325049102356736,0.7117593294477795,0.28791432834771236,0.5111355654053615,0.7043529345278807
2026-05-21,BUY,ARM,298.2300109863281,296.73886093139646,299.72116104125973,267.8694746834891,358.95108359200617,419.6721561976842,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.963265306122449,1,0.18462259172541118,0.1498842505541882,0.3671327036211469,0.1660960806466818,0.15684512829288944,0.3648841523350794
2026-05-22,BUY,DELL,295.19000244140625,293.7140524291992,296.6659524536133,268.5467916216169,348.476424080985,401.76284572056375,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.963265306122449,1,0.5785087150692676,0.3576678942344016,0.4491683161397346,0.5612081905192428,0.36627800611035755,0.46534233754640486
2026-05-26,BUY,MU,895.8800048828125,891.4006048583984,900.3594049072265,796.5778547014509,1094.4843052455358,1293.088605608259,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9693877551020409,1,0.1877706498485021,0.04466000976420781,0.1703688039145126,0.17580675458283923,0.06269920370237514,0.19348400129300725
2026-05-27,BUY,MU,928.4099731445312,923.7679232788086,933.0520230102538,826.1163962227957,1132.9971269880023,1337.5842808314733,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9530612244897959,1,0.16281597302595885,-0.03934680724937878,0.30713811106898525,0.15777910477042845,-0.005993892285192981,0.32867161546167667
2026-05-28,BUY,DELL,317.04998779296875,315.4647378540039,318.63523773193356,289.43820135934016,372.27356066022594,427.49713352748313,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9489795918367345,1,0.3311780603775458,0.2346633883570599,0.2600220962482387,0.3278782308650976,0.25697980283512356,0.2939605884032068
2026-05-29,BUY,DELL,420.9100036621094,418.80545364379884,423.01455368041985,384.9003579275949,492.92929513113836,564.9485866001673,20,95,Top ranked EOD candidate with positive 5d/20d momentum and elevated relative volume.,0.9835051546391753,1,-0.06300631674927148,-0.06020288450600142,-0.014967613636487243,-0.0379825313689216,-0.04073114586247162,0.005495559042792197
