total_symbols,active_trade_candidate_count,proxy_count,configured_independent_vendor_count,credential_missing_vendor_count,auth_failed_vendor_count,smoke_pass_vendor_count,independent_secondary_match_count,independent_secondary_warn_count,independent_secondary_fail_count,independent_secondary_coverage_pct,active_trade_candidate_coverage_pct,proxy_coverage_pct,adjustment_mismatch_count,rate_limited_request_count,alias_audit_fail_count,blank_date_gate_comment_count,unresolved_alias_count,clean_watchlist_v4_candidate_count,data_readiness_status
101,99,2,0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,PHASE_1M_CREDENTIAL_MISSING
