sample_id,policy_name,drawdown_start_replay_date,drawdown_end_replay_date,drawdown_depth,number_of_trades_in_drawdown,tickers_in_drawdown,themes_in_drawdown,worst_trade_in_drawdown,whether_overlay_excluded_worst_trade,whether_overlay_reduced_drawdown,whether_overlay_delayed_or_shifted_drawdown
9,overlay_high_volatility_tail_skip,2025-04-30,2025-07-11,-0.15087950960454144,4,"KTOS,SOFI","fintech,space / defense / nuclear",2025-07-11 SOFI pnl=-7.02,True,,
9,overlay_theme_loss_cooldown_5pct_3,2025-02-27,2025-08-06,-0.2551769422522572,8,"ACHR,IREN,JOBY,KTOS,SOFI,XPEV","EV / mobility,crypto-adjacent / high beta,fintech,space / defense / nuclear",2025-08-06 JOBY pnl=-18.08,False,,
9,overlay_theme_loss_cooldown_5pct_5,2025-02-27,2025-08-06,-0.24157439292795846,8,"ACHR,IREN,JOBY,KTOS,SOFI,XPEV","EV / mobility,crypto-adjacent / high beta,fintech,space / defense / nuclear",2025-08-06 JOBY pnl=-13.56,False,,
9,overlay_theme_loss_cooldown_5pct_8,2025-09-26,2026-01-22,-0.21624330687981141,4,"INTC,NVAX,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-01-22 NVAX pnl=-14.30,True,,
9,overlay_theme_loss_cooldown_8pct_3,2025-02-27,2025-06-12,-0.31078892690333293,7,"ACHR,KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_theme_loss_cooldown_8pct_5,2025-02-27,2025-06-12,-0.31078892690333293,7,"ACHR,KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_theme_loss_cooldown_8pct_8,2025-03-07,2025-06-12,-0.23373211180720166,6,"KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_theme_loss_cooldown_10pct_3,2025-09-26,2026-03-06,-0.3503724646392442,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-29.45,False,,
9,overlay_theme_loss_cooldown_10pct_5,2025-09-26,2026-03-06,-0.44618855070158103,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-21.52,False,,
9,overlay_theme_loss_cooldown_10pct_8,2025-09-26,2026-03-06,-0.43954776397790896,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-20.39,False,,
9,overlay_ticker_loss_cooldown_5pct_5,2025-02-27,2025-08-06,-0.24152112242292723,8,"ACHR,JOBY,KTOS,RKLB,SOFI,XPEV","EV / mobility,fintech,space / defense / nuclear",2025-08-06 JOBY pnl=-18.08,False,,
9,overlay_ticker_loss_cooldown_5pct_10,2025-02-27,2025-08-06,-0.2671916728886673,7,"ACHR,JOBY,KTOS,RKLB,SOFI,XPEV","EV / mobility,fintech,space / defense / nuclear",2025-08-06 JOBY pnl=-18.08,False,,
9,overlay_ticker_loss_cooldown_5pct_15,2025-02-27,2025-08-06,-0.2308945139589842,6,"ACHR,JOBY,RKLB,SOFI,XPEV","EV / mobility,fintech,space / defense / nuclear",2025-08-06 JOBY pnl=-20.34,False,,
9,overlay_ticker_loss_cooldown_8pct_5,2025-02-27,2025-06-12,-0.30473571518524256,7,"ACHR,KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_ticker_loss_cooldown_8pct_10,2025-02-27,2025-06-12,-0.30473571518524256,7,"ACHR,KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_ticker_loss_cooldown_8pct_15,2025-02-27,2025-06-12,-0.30473571518524256,7,"ACHR,KTOS,XPEV","EV / mobility,space / defense / nuclear",2025-06-12 KTOS pnl=-7.59,False,,
9,overlay_ticker_loss_cooldown_10pct_5,2025-09-26,2026-03-06,-0.3503724646392442,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-29.45,False,,
9,overlay_ticker_loss_cooldown_10pct_10,2025-09-26,2026-03-06,-0.3503724646392442,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-29.45,False,,
9,overlay_ticker_loss_cooldown_10pct_15,2025-09-26,2026-03-06,-0.3503724646392442,8,"CORZ,F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-06 NVAX pnl=-29.45,False,,
10,candidate34_frozen_baseline,2024-11-11,2026-05-29,-0.6965480142720413,22,"ACHR,BBAI,BEAM,F,GM,HOOD,HPE,INTC,MRNA,SDGR,SMR,SOFI,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,fintech,semiconductor / hardware,space / defense / nuclear",2026-05-29 F pnl=-2.71,False,,
10,candidate35_trend_quality_frozen,2025-09-29,2026-03-25,-0.4751371027228859,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_market_regime_risk_off_skip,2025-09-29,2026-03-25,-0.4543010199941717,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-6.17,False,,
10,overlay_high_volatility_tail_skip,2025-02-03,2026-03-25,-0.44357681247095937,17,"CORZ,F,HPE,INTC,KTOS,RIVN,SOFI,XPEV","AI infrastructure,EV / mobility,crypto-adjacent / high beta,fintech,semiconductor / hardware,space / defense / nuclear",2026-03-25 HPE pnl=-4.63,True,,
10,overlay_theme_loss_cooldown_5pct_3,2025-09-29,2026-03-25,-0.41881268958850426,12,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-10.80,True,,
10,overlay_theme_loss_cooldown_5pct_5,2025-09-29,2026-03-25,-0.4445169078571455,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-9.26,True,,
10,overlay_theme_loss_cooldown_5pct_8,2025-09-29,2026-05-27,-0.44637560830048717,11,"CORZ,F,HPE,INTC,MRNA,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-11.85,True,,
10,overlay_theme_loss_cooldown_8pct_3,2025-09-29,2026-03-25,-0.4165106769313939,12,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-9.26,False,,
10,overlay_theme_loss_cooldown_8pct_5,2025-09-29,2026-03-25,-0.44434013133527717,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-9.26,False,,
10,overlay_theme_loss_cooldown_8pct_8,2025-09-29,2026-03-25,-0.39933601760831705,10,"CORZ,F,HPE,INTC,MRNA,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-10.80,False,,
10,overlay_theme_loss_cooldown_10pct_3,2025-09-29,2026-03-25,-0.4751371027228859,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_theme_loss_cooldown_10pct_5,2025-09-29,2026-03-25,-0.47803720810280603,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_theme_loss_cooldown_10pct_8,2025-09-29,2026-03-25,-0.41073441467710325,12,"CORZ,F,HPE,INTC,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-9.26,False,,
10,overlay_ticker_loss_cooldown_5pct_5,2025-09-29,2026-03-25,-0.4289504598036672,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-9.26,True,,
10,overlay_ticker_loss_cooldown_5pct_10,2025-09-29,2026-05-27,-0.47718227242537914,13,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-11.85,False,,
10,overlay_ticker_loss_cooldown_5pct_15,2025-09-29,2026-05-27,-0.4780611132353809,13,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-11.85,False,,
10,overlay_ticker_loss_cooldown_8pct_5,2025-09-29,2026-03-25,-0.4216192261782725,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_ticker_loss_cooldown_8pct_10,2025-09-29,2026-03-25,-0.4216192261782725,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_ticker_loss_cooldown_8pct_15,2025-09-29,2026-03-25,-0.4216192261782725,12,"CORZ,F,HPE,INTC,MRNA,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_ticker_loss_cooldown_10pct_5,2025-09-29,2026-03-25,-0.4751371027228859,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_ticker_loss_cooldown_10pct_10,2025-09-29,2026-03-25,-0.4751371027228859,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
10,overlay_ticker_loss_cooldown_10pct_15,2025-09-29,2026-03-25,-0.4751371027228859,13,"CORZ,F,HPE,INTC,NVAX,PATH,XPEV","AI / software,AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-03-25 HPE pnl=-7.71,False,,
11,candidate34_frozen_baseline,2025-01-27,2025-06-06,-0.4465764411473322,9,"ACHR,BBAI,GM,JOBY,OKLO,RIVN,RKLB,XPEV","AI / software,EV / mobility,space / defense / nuclear",2025-06-06 RKLB pnl=-8.41,False,,
11,candidate35_trend_quality_frozen,2025-10-17,2026-03-26,-0.42021152737885203,10,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-12.67,False,,
11,overlay_market_regime_risk_off_skip,2025-10-17,2026-03-26,-0.40094554322025266,10,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-11.09,False,,
11,overlay_high_volatility_tail_skip,2024-03-20,2024-08-26,-0.24404386910487752,8,"CCJ,GM,HOOD,KTOS,OKLO,PLTR,RBLX","AI / software,EV / mobility,consumer internet,fintech,space / defense / nuclear",2024-08-26 KTOS pnl=-3.84,True,,
11,overlay_theme_loss_cooldown_5pct_3,2025-01-16,2026-04-22,-0.4244788315723984,16,"CORZ,F,HOOD,INTC,IREN,JOBY,KTOS,MRNA,NIO,NVAX,RIVN,RKLB,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware,space / defense / nuclear",2026-04-22 CORZ pnl=-8.25,False,,
11,overlay_theme_loss_cooldown_5pct_5,2025-08-26,2026-04-22,-0.4286333296819491,10,"CORZ,F,HPE,INTC,MRNA,NIO,RIVN,SOFI","AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-04-22 CORZ pnl=-14.85,False,,
11,overlay_theme_loss_cooldown_5pct_8,2025-08-26,2026-05-27,-0.4930778827282225,9,"CORZ,F,HPE,INTC,MRNA,NIO,RIVN,SOFI","AI infrastructure,EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-05-27 F pnl=-8.29,True,,
11,overlay_theme_loss_cooldown_8pct_3,2025-08-26,2026-03-26,-0.41311396242872,10,"F,HPE,INTC,MRNA,NIO,SOFI","AI infrastructure,EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-26 HPE pnl=-9.50,False,,
11,overlay_theme_loss_cooldown_8pct_5,2025-08-26,2026-03-26,-0.392484636775808,9,"F,HPE,INTC,MRNA,NIO,SOFI","AI infrastructure,EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-26 HPE pnl=-9.50,False,,
11,overlay_theme_loss_cooldown_8pct_8,2025-08-26,2026-03-26,-0.41164978066756563,9,"EDIT,F,HPE,INTC,MRNA,SOFI","AI infrastructure,EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-26 HPE pnl=-9.50,False,,
11,overlay_theme_loss_cooldown_10pct_3,2025-10-17,2026-03-26,-0.3659495602105619,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-15.84,False,,
11,overlay_theme_loss_cooldown_10pct_5,2025-10-17,2026-03-26,-0.3659495602105619,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-15.84,False,,
11,overlay_theme_loss_cooldown_10pct_8,2025-08-26,2026-03-26,-0.4410380902147275,10,"EDIT,F,HPE,INTC,MRNA,SOFI","AI infrastructure,EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-26 HPE pnl=-14.25,False,,
11,overlay_ticker_loss_cooldown_5pct_5,2025-10-17,2026-04-22,-0.3415553303649653,9,"CORZ,F,INTC,MRNA,NVAX,RIVN","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-04-22 CORZ pnl=-14.85,False,,
11,overlay_ticker_loss_cooldown_5pct_10,2025-10-17,2026-05-27,-0.330642779014807,9,"CORZ,F,INTC,MRNA,NVAX,RIVN","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-10.66,False,,
11,overlay_ticker_loss_cooldown_5pct_15,2025-10-17,2026-05-27,-0.3317384088461268,9,"CORZ,F,INTC,MRNA,NVAX,RIVN","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-7.11,False,,
11,overlay_ticker_loss_cooldown_8pct_5,2025-10-17,2026-03-26,-0.37574166326858727,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-12.67,False,,
11,overlay_ticker_loss_cooldown_8pct_10,2025-10-17,2026-03-26,-0.3594682259908927,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-11.09,False,,
11,overlay_ticker_loss_cooldown_8pct_15,2025-10-17,2026-03-26,-0.3594682259908927,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-11.09,False,,
11,overlay_ticker_loss_cooldown_10pct_5,2025-10-17,2026-03-26,-0.3659495602105619,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-15.84,False,,
11,overlay_ticker_loss_cooldown_10pct_10,2025-10-17,2026-03-26,-0.3562362349144441,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-12.67,False,,
11,overlay_ticker_loss_cooldown_10pct_15,2025-10-17,2026-03-26,-0.3562362349144441,9,"F,HPE,INTC,MRNA","AI infrastructure,EV / mobility,biotech,semiconductor / hardware",2026-03-26 HPE pnl=-12.67,False,,
12,candidate34_frozen_baseline,2025-05-13,2026-03-19,-0.41544207197796745,16,"ACHR,BBAI,CORZ,HPE,INTC,JOBY,PATH,RIVN,RKLB,SOFI","AI / software,AI infrastructure,EV / mobility,crypto-adjacent / high beta,fintech,semiconductor / hardware,space / defense / nuclear",2026-03-19 RIVN pnl=-13.94,False,,
12,candidate35_trend_quality_frozen,2025-10-01,2026-03-03,-0.2887020975580591,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-38.81,False,,
12,overlay_market_regime_risk_off_skip,2025-10-01,2026-03-03,-0.2938050319289278,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-44.36,False,,
12,overlay_high_volatility_tail_skip,2025-09-23,2026-03-27,-0.2194822854374443,8,"F,HPE,INTC","AI infrastructure,EV / mobility,semiconductor / hardware",2026-03-27 HPE pnl=-14.20,True,,
12,overlay_theme_loss_cooldown_5pct_3,2025-10-01,2026-04-23,-0.2894162063099268,7,"CORZ,F,INTC,MRNA,RIVN,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-04-23 CORZ pnl=-6.38,True,,
12,overlay_theme_loss_cooldown_5pct_5,2025-10-01,2026-04-23,-0.3228886737658545,7,"CORZ,F,INTC,MRNA,PATH,XPEV","AI / software,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-04-23 CORZ pnl=-15.94,True,,
12,overlay_theme_loss_cooldown_5pct_8,2025-10-01,2026-05-27,-0.3131134314161964,7,"CORZ,F,INTC,MRNA,PATH,XPEV","AI / software,EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-14.22,True,,
12,overlay_theme_loss_cooldown_8pct_3,2025-10-01,2026-03-03,-0.30243934065901157,7,"F,INTC,MRNA,RIVN,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_theme_loss_cooldown_8pct_5,2025-10-01,2026-03-03,-0.31068516021042436,7,"F,INTC,MRNA,PATH,XPEV","AI / software,EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_theme_loss_cooldown_8pct_8,2025-10-01,2026-03-03,-0.29140255370201196,7,"F,INTC,MRNA,PATH,XPEV","AI / software,EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_theme_loss_cooldown_10pct_3,2025-10-01,2026-03-03,-0.273115311648489,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_theme_loss_cooldown_10pct_5,2025-10-01,2026-03-03,-0.273115311648489,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_theme_loss_cooldown_10pct_8,2025-10-01,2026-03-03,-0.28429254034006257,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-27.72,False,,
12,overlay_ticker_loss_cooldown_5pct_5,2024-03-13,2024-10-10,-0.21003730637302387,9,"GM,HOOD,KTOS,PLTR,RBLX,RKLB","AI / software,EV / mobility,consumer internet,fintech,space / defense / nuclear",2024-10-10 PLTR pnl=-4.47,True,,
12,overlay_ticker_loss_cooldown_5pct_10,2025-10-01,2026-05-27,-0.21376186434491895,7,"CORZ,F,INTC,MRNA,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-7.11,False,,
12,overlay_ticker_loss_cooldown_5pct_15,2025-10-01,2026-05-27,-0.21376186434491895,7,"CORZ,F,INTC,MRNA,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,semiconductor / hardware",2026-05-27 F pnl=-7.11,False,,
12,overlay_ticker_loss_cooldown_8pct_5,2025-10-01,2026-03-03,-0.2053866339482595,7,"F,INTC,MRNA,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_ticker_loss_cooldown_8pct_10,2025-10-01,2026-03-03,-0.2053866339482595,7,"F,INTC,MRNA,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_ticker_loss_cooldown_8pct_15,2025-10-01,2026-03-03,-0.2053866339482595,7,"F,INTC,MRNA,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_ticker_loss_cooldown_10pct_5,2025-10-01,2026-03-03,-0.27794181383396166,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_ticker_loss_cooldown_10pct_10,2025-10-01,2026-03-03,-0.27794181383396166,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
12,overlay_ticker_loss_cooldown_10pct_15,2025-10-01,2026-03-03,-0.27794181383396166,8,"F,INTC,MRNA,SOFI,XPEV","EV / mobility,biotech,fintech,semiconductor / hardware",2026-03-03 MRNA pnl=-22.18,False,,
13,candidate34_frozen_baseline,2025-12-03,2026-05-13,-0.3138302405170462,7,"F,NIO,PATH,RIVN,XPEV","AI / software,EV / mobility",2026-05-13 F pnl=-12.53,False,,
13,candidate35_trend_quality_frozen,2025-08-28,2026-03-04,-0.5452035202881218,12,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-21.15,False,,
13,overlay_market_regime_risk_off_skip,2025-08-28,2026-03-04,-0.5482231776742499,12,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-18.80,False,,
13,overlay_high_volatility_tail_skip,2024-09-16,2025-02-25,-0.27040885140164417,8,"HOOD,HPE,KTOS,PLTR,SOFI,XPEV","AI / software,AI infrastructure,EV / mobility,fintech,space / defense / nuclear",2025-02-25 XPEV pnl=-7.24,True,,
13,overlay_theme_loss_cooldown_5pct_3,2025-08-28,2026-03-04,-0.3444727202944182,10,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-14.10,False,,
13,overlay_theme_loss_cooldown_5pct_5,2025-09-24,2026-03-04,-0.3659467928985536,8,"CORZ,F,INTC,IREN,NVAX,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-21.15,False,,
13,overlay_theme_loss_cooldown_5pct_8,2025-09-24,2026-03-04,-0.40872756147608147,8,"CORZ,F,INTC,IREN,NVAX,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-17.63,False,,
13,overlay_theme_loss_cooldown_8pct_3,2025-08-28,2026-03-04,-0.48958161235211417,10,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-28.21,False,,
13,overlay_theme_loss_cooldown_8pct_5,2025-09-24,2026-03-04,-0.4204381646890534,9,"CORZ,F,INTC,IREN,NVAX,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-39.96,False,,
13,overlay_theme_loss_cooldown_8pct_8,2025-09-24,2026-03-04,-0.42813112014807386,8,"CORZ,F,INTC,IREN,NVAX,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-36.43,False,,
13,overlay_theme_loss_cooldown_10pct_3,2025-08-28,2026-03-04,-0.6185144019400478,13,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-17.63,False,,
13,overlay_theme_loss_cooldown_10pct_5,2025-08-28,2026-03-04,-0.6062782282961536,12,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-18.80,False,,
13,overlay_theme_loss_cooldown_10pct_8,2025-08-28,2026-03-04,-0.6063371099923155,12,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-15.28,False,,
13,overlay_ticker_loss_cooldown_5pct_5,2025-09-24,2026-03-04,-0.4387156128387497,10,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-21.15,False,,
13,overlay_ticker_loss_cooldown_5pct_10,2025-11-06,2026-03-04,-0.3443077231558682,8,"F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-04 NVAX pnl=-28.21,False,,
13,overlay_ticker_loss_cooldown_5pct_15,2025-11-06,2026-03-04,-0.2862462389703947,7,"F,NVAX,RIVN,XPEV","EV / mobility,biotech",2026-03-04 NVAX pnl=-29.38,False,,
13,overlay_ticker_loss_cooldown_8pct_5,2025-09-24,2026-03-04,-0.4885917518537829,11,"CORZ,F,INTC,IREN,NVAX,RIVN,SOFI,XPEV","EV / mobility,biotech,crypto-adjacent / high beta,fintech,semiconductor / hardware",2026-03-04 NVAX pnl=-32.91,False,,
13,overlay_ticker_loss_cooldown_8pct_10,2025-11-06,2026-03-04,-0.3406276857923254,8,"F,INTC,NVAX,RIVN,XPEV","EV / mobility,biotech,semiconductor / hardware",2026-03-04 NVAX pnl=-43.49,False,,
13,overlay_ticker_loss_cooldown_8pct_15,2025-11-06,2026-03-04,-0.2896087775774986,7,"F,NVAX,RIVN,XPEV","EV / mobility,biotech",2026-03-04 NVAX pnl=-47.01,False,,
