feature_name,sample_id,winner_count,loser_count,winner_mean,loser_mean,winner_median,loser_median,loser_minus_winner_mean,loser_minus_winner_median,simple_separation_score,missing_rate,notes
atr_pct,1,20,14,0.05062770236274035,0.06002056674933507,0.04847018372124557,0.05866530015204529,0.009392864386594722,0.01019511643079972,0.5383883104648082,0.0,atr_pct_higher_for_losers
volatility_20d,1,19,14,0.04448127166293098,0.052303879148665224,0.03715750340274272,0.053227166555013014,0.007822607485734247,0.01606966315227029,0.4039601472372178,0.029411764705882353,volatility_20d_higher_for_losers
entry_gap_pct,1,20,14,-0.0005476641097909186,0.0005274558914388851,-0.007424515450839664,0.0071645677983360745,0.0010751200012298037,0.014589083249175738,0.020573367131893443,0.0,entry_gap_pct_higher_for_losers
decision_strength,1,20,14,0.7186984623122268,0.673936630961512,0.7410593389088012,0.6621516868800903,-0.044761831350714765,-0.07890765202871086,0.3848892515323517,0.0,decision_strength_lower_for_losers
smoke_score,1,20,14,0.9289164890908216,0.909858778684458,0.94,0.9083333333333333,-0.019057710406363615,-0.03166666666666662,0.3925916093041712,0.0,smoke_score_lower_for_losers
relative_volume_prev20,1,20,14,2.8593092045723636,2.5599216407056424,2.589669806783112,2.193196536500653,-0.29938756386672116,-0.39647327028245893,0.2699450258832404,0.0,relative_volume_prev20_lower_for_losers
distance_from_20d_high_pct,1,20,14,-0.037260427367293965,-0.03463432882547702,-0.020237398188273525,-0.02404492267896552,0.002626098541816946,-0.0038075244906919936,0.058800980535603994,0.0,distance_from_20d_high_pct_higher_for_losers
distance_from_52w_high_pct,1,20,14,-0.049552082559368674,-0.12019701943373381,-0.01297148730755926,-0.1053436727849405,-0.07064493687436514,-0.09237218547738124,0.5105236829361058,0.0,distance_from_52w_high_pct_lower_for_losers
return_1d_prior,1,20,14,0.06550534758490453,0.09751006248599271,0.06470083615376465,0.07065917167004321,0.03200471490108818,0.005958335516278557,0.37088253593855386,0.0,return_1d_prior_higher_for_losers
return_5d_prior,1,20,14,0.1918086688784388,0.18661272003410392,0.1641745116247617,0.17180833287699604,-0.005195948844334886,0.00763382125223433,0.04397519956173643,0.0,return_5d_prior_lower_for_losers
return_10d_prior,1,20,14,0.260347156700725,0.2076811666658609,0.20487041412417129,0.16351691349842568,-0.05266599003486411,-0.04135350062574561,0.29796723900672256,0.0,return_10d_prior_lower_for_losers
return_20d_prior,1,20,14,0.3478598318661509,0.32636053348542216,0.3223882473378481,0.181092817588417,-0.021499298380728726,-0.1412954297494311,0.06318386234035454,0.0,return_20d_prior_lower_for_losers
