feature_name,sample_id,winner_count,loser_count,winner_mean,loser_mean,winner_median,loser_median,loser_minus_winner_mean,loser_minus_winner_median,simple_separation_score,missing_rate,notes
distance_from_52w_high_pct,8,17,19,-0.05101682284925095,-0.05325771610300808,-0.02655503900984324,-0.02366369539937696,-0.002240893253757127,0.0028913436104662793,0.018258738528857364,0.0,distance_from_52w_high_pct_lower_for_losers
return_1d_prior,8,17,19,0.08972148965471399,0.07446536058123669,0.08872525387684504,0.0698670881310346,-0.0152561290734773,-0.01885816574581045,0.19526921923075768,0.0,return_1d_prior_lower_for_losers
return_5d_prior,8,17,19,0.17805900401626165,0.2780639858533423,0.1671511045641494,0.22234575046642036,0.10000498183708065,0.05519464590227097,0.6929252712274283,0.0,return_5d_prior_higher_for_losers
return_10d_prior,8,17,18,0.25969384418572605,0.3472187738619711,0.2264326092459521,0.3708586341232696,0.08752492967624503,0.14442602487731748,0.4176325090169296,0.027777777777777776,return_10d_prior_higher_for_losers
return_20d_prior,8,17,19,0.36942929128102964,0.4430614174392124,0.36780688759315394,0.34357004774412103,0.07363212615818276,-0.02423683984903291,0.21832439666147974,0.0,return_20d_prior_higher_for_losers
max_single_day_loss_20d,8,16,18,-0.07419035499073848,-0.06538793290893209,-0.06409815359955551,-0.06900498807505107,0.008802422081806385,-0.004906834475495558,0.2106101923466359,0.05555555555555555,max_single_day_loss_20d_higher_for_losers
near_max_entry_price_pct,8,17,19,0.5162988292469698,0.5277315792284514,0.5118000030517578,0.4341999816894531,0.011432749981481583,-0.07760002136230465,0.04148741410994693,0.0,near_max_entry_price_pct_higher_for_losers
atr_pct,9,14,24,0.07204094565139045,0.05795907356660046,0.06558201616949694,0.05562808821479211,-0.01408187208478999,-0.00995392795470483,0.49602765713764135,0.0,atr_pct_lower_for_losers
volatility_20d,9,14,23,0.0648235093904075,0.05184297141508997,0.05589231138356361,0.05220712549090015,-0.012980537975317528,-0.0036851858926634645,0.4915906907509854,0.02631578947368421,volatility_20d_lower_for_losers
entry_gap_pct,9,14,24,0.0007903656181316879,-0.0008985840665898109,0.00044883551185131987,0.0067185880544754495,-0.0016889496847214988,0.00626975254262413,0.04369202136467316,0.0,entry_gap_pct_lower_for_losers
decision_strength,9,14,24,0.6651197764522461,0.6856628264416452,0.6349017066749892,0.6542753069319269,0.020543049989399154,0.019373600256937684,0.17519261622157417,0.0,decision_strength_higher_for_losers
smoke_score,9,14,24,0.9235424573439326,0.9204300435870235,0.9123842592592593,0.9248648648648649,-0.0031124137569090715,0.0124806056056056,0.0724211515884168,0.0,smoke_score_lower_for_losers
relative_volume_prev20,9,14,24,2.5208672088878745,2.729577149698889,2.0478954518546084,2.113856344556501,0.20870994081101468,0.06596089270189243,0.15684947899112445,0.0,relative_volume_prev20_higher_for_losers
distance_from_20d_high_pct,9,14,24,-0.07680016763779111,-0.04337323559753934,-0.05875651986247621,-0.04029877986430813,0.033426932040251774,0.018457739998168077,0.7202684041168025,0.0,distance_from_20d_high_pct_higher_for_losers
distance_from_52w_high_pct,9,14,24,-0.04819044541810536,-0.07470285912859805,-0.06231461827618212,-0.04095377918318871,-0.026512413710492684,0.02136083909299341,0.20796616209408486,0.0,distance_from_52w_high_pct_lower_for_losers
return_1d_prior,9,14,24,0.04778320968269839,0.08289886816033931,0.049824507440242694,0.06587201319195135,0.03511565847764092,0.016047505751708657,0.3912816695643122,0.0,return_1d_prior_higher_for_losers
return_5d_prior,9,14,24,0.18428219901344237,0.24801153382360366,0.1867078233114723,0.22666333986232567,0.0637293348101613,0.03995551655085339,0.3810667833720019,0.0,return_5d_prior_higher_for_losers
return_10d_prior,9,14,23,0.2880321483052077,0.3877897326718149,0.2516192855190015,0.30991734560131534,0.0997575843666072,0.05829806008231386,0.2921991947889737,0.02631578947368421,return_10d_prior_higher_for_losers
return_20d_prior,9,14,24,0.5205107238049861,0.5570659683047755,0.4599949676606947,0.29601687515237374,0.03655524449978942,-0.16397809250832096,0.06768682947338743,0.0,return_20d_prior_higher_for_losers
max_single_day_loss_20d,9,14,23,-0.07530862168241469,-0.05832873375352014,-0.07342580132600962,-0.05803576512832398,0.016979887928894544,0.015390036197685641,0.44581440401765887,0.02631578947368421,max_single_day_loss_20d_higher_for_losers
near_max_entry_price_pct,9,14,24,0.47976428168160573,0.48404583295186354,0.46885000228881835,0.4939999961853027,0.004281551270257811,0.02514999389648437,0.01707470593084171,0.0,near_max_entry_price_pct_higher_for_losers
