sample_id,replay_date,ticker,entry_date,reference_price,entry_price,entry_gap_pct,shares_with_100,estimated_total_cost,estimated_cash_remaining,stop_loss,target_1,target_2,stop_distance_pct,target_1_distance_pct,target_2_distance_pct,max_dollar_risk,decision_strength,smoke_score,failed_checks_at_selection,sector_or_theme,latest_volume,dollar_volume,relative_volume_prev20,atr_14,atr_pct,close_vs_sma20_pct,close_vs_sma50_pct,distance_from_20d_high_pct,distance_from_52w_high_pct,return_1d_prior,return_5d_prior,return_10d_prior,return_20d_prior,volatility_20d,max_single_day_loss_20d,near_max_entry_price_pct,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d,baseline_exit_reason,baseline_pnl_dollars,baseline_trade_return_pct,baseline_account_return_pct,stopped_out_then_20d_positive,intraday_stop_breached,winner_20d,winner_baseline_simulation
0,2024-01-10,SMCI,2024-01-11,34.237998962402344,34.48400115966797,0.007185063517753054,2,68.54447392272948,31.45552607727052,31.97032233646938,39.51135880606515,44.538716452462324,-0.07289405923517234,0.14578811847034467,0.29157623694068935,5.027357646397178,0.7915755483931489,0.9631578947368421,,semiconductor / hardware,53454000,1830157996.536255,1.7083904618541281,1.6757858821323939,0.04894520512056265,,,-0.04360459323694954,-0.04095243051240571,-0.003927563259404687,0.21999714822010463,,0.3054983291972051,,,0.6896800231933594,0.00271634798044329,-0.04693610877692367,-0.09036742673158271,0.38904141884726573,1.0386706340054235,STOP,-5.096325648716501,-0.07289405923517234,-0.050963256487165015,True,True,True,False
0,2024-01-19,SMCI,2024-01-22,42.33599853515625,45.6349983215332,0.07792422289596956,2,84.7566690673828,10.147005283900697,41.53946195329939,53.826071058000835,62.01714379446847,-0.08974551372562023,0.17949102745124046,0.35898205490248114,8.191072736467632,0.7894736842105265,1.0,,semiconductor / hardware,231125000,9784907661.437988,7.058157076632728,2.7303575788225447,0.06449257542739255,,,-0.012433249025992632,0.18260283214021267,0.3593629514175434,0.2331710976829584,0.46592796971648065,0.34000122552311884,,,0.9126999664306641,0.030423329051530112,0.11061514158063424,0.11996888123834948,0.36911855765224555,0.8974868554408455,STOP,-8.282342733110681,-0.08974551372562023,-0.08727104392664296,True,True,True,False
0,2024-01-29,SMCI,2024-01-30,49.56700134277344,54.731998443603516,0.10420233140819413,1,49.6165683441162,37.004763274056614,49.288069111960276,65.61985710689,76.50771577017647,-0.09946520292425876,0.1989304058485175,0.39786081169703524,5.44392933164324,0.6567767901825028,0.9405405405405405,,semiconductor / hardware,115251000,5712646471.755981,1.8731532738046868,3.629286221095494,0.0732198059753038,,,-0.002234390633650718,-0.002234390633650718,0.0453864892058109,0.13623236563869323,0.4597420035271007,0.7007033990136629,,,1.0946399688720703,0.03490224333468883,0.17719444173372745,0.33828953310575627,0.5595254989882783,0.7170899541100404,TARGET_1,10.83312666484288,0.1989304058485175,0.12506303542636987,False,False,True,True
0,2024-02-06,PLTR,2024-02-07,21.8700008392334,21.600000381469727,-0.012345699469718752,4,87.56748336029052,9.886974922725173,19.921393258231028,24.957214627947124,28.31442887442452,-0.07771329137006622,0.15542658274013244,0.31085316548026487,6.714428492954795,0.9122807017543858,1.0,,AI / software,420501900,9196376905.899239,8.759267361940353,1.1190714154924666,0.05116924428667251,0.2899991586335162,,-0.013976531184719754,0.0009153527420819874,0.30801445797701255,0.30645168089943,0.2619735104162917,0.3119376568170664,0.07325912372860216,-0.03882912947536177,0.43200000762939456,0.07910377118654788,0.1147690089261646,0.09785090569404153,0.039780470896189524,0.19615906920692594,TARGET_1,13.342456984383716,0.15542658274013244,0.13690966241519842,False,False,True,True
0,2024-02-14,HOOD,2024-02-15,13.380000114440918,13.399999618530273,0.0014947312345512387,8,107.14704091644286,3.6498743509565514,12.59964234488351,15.000714165823801,16.60142871311733,-0.059728156450093106,0.11945631290018621,0.23891262580037242,6.402858189174111,0.8648148148148147,0.9555555555555555,,crypto-adjacent / high beta,76339000,1021415828.7363052,7.821166090282683,0.5335715157645089,0.039878289327414114,0.20080772127245705,,-0.03741003729209724,-0.009622510158290187,0.1300675626694503,0.2163636467673562,0.24581009307115642,0.2563380839151046,0.03549347096974912,-0.03296700129689223,0.26799999237060546,0.002989533745209494,0.05306427743454778,0.0440956761989193,0.21898350720783188,0.34902833203860295,TARGET_1,12.698516381399997,0.11945631290018621,0.11461073939426158,False,False,True,True
0,2024-03-05,HPE,2024-03-06,18.100000381469727,18.350000381469727,0.013812154405032029,6,108.70860229110716,14.786829357692255,17.571607283183507,19.906786578042166,21.463572774614605,-0.04241924153158383,0.08483848306316766,0.16967696612633532,4.670358589717317,0.7866666666666666,0.9028571428571428,,semiconductor / hardware,44150200,799118636.8419647,3.3737145651729548,0.5189287321908134,0.02867009509690829,0.17303956389925745,,-0.004947781745216595,-0.0019299612335470506,0.05539363172422429,0.21558092438771892,0.20586276518785107,0.18455501948822262,0.027876092012242296,-0.024343377501508834,0.36700000762939455,0.03701657802062108,-0.006077381659294168,-0.0027624941080316434,-0.07292815839802946,0.004972384016081577,TARGET_1,9.230617177145831,0.08483848306316766,0.0747446043461444,False,True,True,True
0,2024-04-01,CCJ,2024-04-02,46.75,46.2599983215332,-0.01048131932549301,2,93.59349999999999,39.13254882594525,43.66499819074358,51.449998583112446,56.63999884469169,-0.05609598411035166,0.11219196822070332,0.22438393644140664,5.190000261579243,0.5521349092775162,0.8971428571428571,,space / defense / nuclear,7548000,352869000.0,1.7634998977833591,1.7300000871930803,0.037005349458675514,0.11280379291924314,0.07322739647723209,-0.0029856982612660454,-0.08922660564340334,0.0791782162820649,0.08242652203025269,0.13719288022166265,0.11389084203645394,0.033897916025780434,-0.06444293560822134,0.925199966430664,0.01989305465616642,0.03443851572944512,0.04278074866310155,0.03358288117271058,0.057112260298295414,TARGET_1,10.287480526515424,0.11219196822070332,0.0775091296510021,False,False,True,True
0,2024-04-25,F,2024-04-26,13.039999961853027,12.760000228881836,-0.021472372223182323,10,130.53039961814878,12.483129734311888,12.196428775787354,13.8871431350708,15.014286041259766,-0.044167040986320405,0.08833408197264081,0.17666816394528184,5.635714530944824,0.55491220056375,0.9111111111111111,,EV / mobility,86944100,1133751060.6833458,1.6775431384070865,0.3757143020629883,0.02881244656151042,0.010774361298596435,0.03521641007880616,-0.06523296486410823,-0.1543450131430174,0.006949818835016552,0.08126032405788886,0.0,-0.0015314285697595187,0.022423238227483384,-0.03545048327833511,0.2552000045776367,-0.019171779197189043,-0.06825156027042523,-0.04217792886072269,-0.06978526457624279,-0.07131904201659411,STOP,-6.339645986557002,-0.044167040986320405,-0.04432899471303009,False,True,False,False
0,2024-05-13,NVAX,2024-05-14,13.109999656677246,13.399999618530273,0.022120516357551745,10,131.2310965633392,5.442786802564456,11.819642220224653,16.560714415141515,19.721429211752756,-0.11793712263395995,0.2358742452679199,0.47174849053583956,15.803573983056207,1.0,1.0,,,123507800,1619187215.596962,10.10437115306501,1.0535715988704137,0.08036396845623132,1.6372962412347087,1.6784619003268477,-0.06156052927080369,0.19181815060702245,0.47635129366241546,1.7542014761114615,2.0559440030891047,2.182038840007935,0.24067685385671989,-0.04819278146691419,0.26799999237060546,0.02822272274970139,0.09839816900345988,0.1281464797232177,0.18382920398163027,0.2761250938489024,STOP,-15.937573979241492,-0.11793712263395995,-0.11661023735290654,True,True,True,False
0,2024-05-21,IREN,2024-05-22,7.400000095367432,7.28000020980835,-0.016216200542241155,16,118.51840152740478,2.2179078592573944,6.450285877500262,8.939428874424525,10.5988575390407,-0.11397174565877255,0.2279434913175451,0.45588698263509,13.275429316929404,0.6002976959774133,0.862857142857143,,crypto-adjacent / high beta,22107800,163597722.1083641,2.814107835225291,0.553142888205392,0.07474903798334706,0.4218464887347759,0.4301727985536501,-0.05612245518582293,-0.23632606647907461,0.16352200314787502,0.5195072421480975,0.4595660443424683,0.32616490977523016,0.06704980718780656,-0.07677162841393825,0.145600004196167,0.048648666064176505,0.05810808416175739,0.04594590153634992,0.22432436525081467,0.8783783026208323,TARGET_1,26.434378630501882,0.2279434913175451,0.21894307325433376,False,False,True,True
