total_symbols,phase1j_quarantined_count,phase1k_permanent_drop_count,phase1k_dynamic_allow_after_date_count,phase1k_allow_with_warning_count,unresolved_alias_count,unresolved_low_taxonomy_count,active_trade_candidate_count,proxy_count,secondary_smoke_pass_count,secondary_global_unavailable_count,secondary_ohlcv_match_count,secondary_ohlcv_warn_count,secondary_ohlcv_fail_count,secondary_no_data_for_symbol_count,secondary_global_source_unavailable_count,data_readiness_status
119,19,17,3,0,0,0,99,2,0,4,0,0,0,0,119,PHASE_1K_DATA_BLOCKED
