total_symbols,active_trade_candidate_count,proxy_count,stooq_smoke_pass_count,stooq_smoke_cache_only_pass_count,stooq_payload_parse_error_count,stooq_html_or_blocked_count,independent_secondary_match_count,independent_secondary_warn_count,independent_secondary_fail_count,independent_secondary_coverage_pct,transport_fallback_match_count,transport_fallback_warn_count,alias_audit_fail_count,blank_date_gate_comment_count,unresolved_alias_count,unresolved_low_taxonomy_count,clean_watchlist_v3_candidate_count,data_readiness_status
119,99,2,0,0,0,12,0,0,0,0.0,23,0,0,0,0,0,99,PHASE_1L_DATA_ADAPTER_READY_VENDOR_MISSING
