sample_id,filter_name,replay_date,ticker,entry_date,entry_price,reference_price,sector_or_theme,reason_excluded,decision_strength,smoke_score,atr_pct,volatility_20d,entry_gap_pct,relative_volume_prev20,baseline_exit_reason,baseline_pnl_dollars,forward_return_20d,stopped_out_then_20d_positive,would_have_been_winner_baseline_simulation,would_have_been_winner_20d
0,minimum_decision_strength,2024-08-09,PLTR,2024-08-12,30.219999313354492,30.010000228881836,AI / software,Require decision_strength >= 0.5863,0.5371169505666097,0.961111111111111,0.0634026805171271,0.04384246303267526,0.006997636883406377,1.7007192217661555,TIME_EXIT,17.399116645812995,0.15294895735528224,False,True,True
0,minimum_decision_strength,2025-09-05,RIVN,2025-09-08,14.234999656677246,14.210000038146973,EV / mobility,Require decision_strength >= 0.5863,0.5853832861241628,0.8714285714285713,0.046320484904127546,0.027837958604220517,0.0017592975695399637,1.9041638608317537,STOP,-16.02489820861814,-0.039408896418956285,False,False,False
0,minimum_decision_strength,2026-01-27,CORZ,2026-01-28,20.020000457763672,19.940000534057617,crypto-adjacent / high beta,Require decision_strength >= 0.5863,0.5239823564881623,0.8692307692307694,0.05176600828522817,0.032470546249820736,0.004012032174693925,1.7619950545473044,STOP,-12.546730797903876,-0.09327986762962581,False,False,False
0,minimum_decision_strength,2026-02-04,HPE,2026-02-05,22.920000076293945,23.239999771118164,semiconductor / hardware,Require decision_strength >= 0.5863,0.4820124136785735,0.8642857142857142,0.03182628363725948,0.027516407368682973,-0.013769350171074612,1.745254580250019,STOP,-7.926689657211284,-0.07616181046453219,False,False,False
0,minimum_smoke_score,2024-05-21,IREN,2024-05-22,7.28000020980835,7.400000095367432,crypto-adjacent / high beta,Require smoke_score >= 0.8839,0.6002976959774133,0.862857142857143,0.07474903798334706,0.06704980718780656,-0.016216200542241155,2.814107835225291,TARGET_1,26.434378630501882,0.8783783026208323,False,True,True
0,minimum_smoke_score,2024-07-08,PLTR,2024-07-09,27.93000030517578,27.700000762939453,AI / software,Require smoke_score >= 0.8839,0.4690900796370112,0.8777777777777779,0.040526032376765074,0.029736854993180076,0.008303232343013223,1.505144050066431,STOP,-6.84714676775252,-0.13032492819211305,False,False,False
0,minimum_smoke_score,2024-11-21,AI,2024-11-22,34.5,34.9900016784668,AI / software,Require smoke_score >= 0.8839,0.6075627186763058,0.8625,0.055873101741209165,0.06202547675369052,-0.014004048441310868,2.8805644680867526,TARGET_1,23.32199908447268,0.038582406669385616,False,True,True
0,minimum_smoke_score,2025-03-21,KTOS,2025-03-24,30.969999313354492,30.809999465942383,space / defense / nuclear,Require smoke_score >= 0.8839,0.6254901960784314,0.876470588235294,0.04817544239995845,0.03207564932640925,0.005193114254642417,11.110884218134908,STOP,-15.801786218643173,0.03602728431003599,True,False,True
0,minimum_smoke_score,2025-09-05,RIVN,2025-09-08,14.234999656677246,14.210000038146973,EV / mobility,Require smoke_score >= 0.8839,0.5853832861241628,0.8714285714285713,0.046320484904127546,0.027837958604220517,0.0017592975695399637,1.9041638608317537,STOP,-16.02489820861814,-0.039408896418956285,False,False,False
0,minimum_smoke_score,2025-09-23,BBAI,2025-09-24,8.039999961853027,7.989999771118164,AI / software,Require smoke_score >= 0.8839,0.6518200317021915,0.8814814814814815,0.06490255640993121,0.05253620374665497,0.006257846328807437,2.9997136186530575,STOP,-21.219222138813535,-0.11389234962202743,False,False,False
0,minimum_smoke_score,2026-01-27,CORZ,2026-01-28,20.020000457763672,19.940000534057617,crypto-adjacent / high beta,Require smoke_score >= 0.8839,0.5239823564881623,0.8692307692307694,0.05176600828522817,0.032470546249820736,0.004012032174693925,1.7619950545473044,STOP,-12.546730797903876,-0.09327986762962581,False,False,False
0,minimum_smoke_score,2026-02-04,HPE,2026-02-05,22.920000076293945,23.239999771118164,semiconductor / hardware,Require smoke_score >= 0.8839,0.4820124136785735,0.8642857142857142,0.03182628363725948,0.027516407368682973,-0.013769350171074612,1.745254580250019,STOP,-7.926689657211284,-0.07616181046453219,False,False,False
0,minimum_smoke_score,2026-03-19,RIVN,2026-03-20,15.960000038146973,16.1200008392334,EV / mobility,Require smoke_score >= 0.8839,0.6547619047619047,0.8571428571428571,0.0569877760493582,0.029895669242865568,-0.009925607491099497,3.0344817775809334,STOP,-12.54532046985625,0.06885847675028511,True,False,True
0,low_relative_volume_prev20,2024-01-10,SMCI,2024-01-11,34.48400115966797,34.237998962402344,semiconductor / hardware,Require relative_volume_prev20 >= 1.8162,0.7915755483931489,0.9631578947368421,0.04894520512056265,,0.007185063517753054,1.7083904618541281,STOP,-5.096325648716501,1.0386706340054235,True,False,True
0,low_relative_volume_prev20,2024-04-01,CCJ,2024-04-02,46.2599983215332,46.75,space / defense / nuclear,Require relative_volume_prev20 >= 1.8162,0.5521349092775162,0.8971428571428571,0.037005349458675514,0.033897916025780434,-0.01048131932549301,1.7634998977833591,TARGET_1,10.287480526515424,0.057112260298295414,False,True,True
0,low_relative_volume_prev20,2024-04-25,F,2024-04-26,12.760000228881836,13.039999961853027,EV / mobility,Require relative_volume_prev20 >= 1.8162,0.55491220056375,0.9111111111111111,0.02881244656151042,0.022423238227483384,-0.021472372223182323,1.6775431384070865,STOP,-6.339645986557002,-0.07131904201659411,False,False,False
0,low_relative_volume_prev20,2024-07-08,PLTR,2024-07-09,27.93000030517578,27.700000762939453,AI / software,Require relative_volume_prev20 >= 1.8162,0.4690900796370112,0.8777777777777779,0.040526032376765074,0.029736854993180076,0.008303232343013223,1.505144050066431,STOP,-6.84714676775252,-0.13032492819211305,False,False,False
0,low_relative_volume_prev20,2024-08-09,PLTR,2024-08-12,30.219999313354492,30.010000228881836,AI / software,Require relative_volume_prev20 >= 1.8162,0.5371169505666097,0.961111111111111,0.0634026805171271,0.04384246303267526,0.006997636883406377,1.7007192217661555,TIME_EXIT,17.399116645812995,0.15294895735528224,False,True,True
0,low_relative_volume_prev20,2025-01-17,HOOD,2025-01-21,49.93000030517578,48.150001525878906,crypto-adjacent / high beta,Require relative_volume_prev20 >= 1.8162,0.6841455257900972,0.9483870967741936,0.05116304519243016,0.04671549291815829,0.03696778240682286,1.7637613450141019,TARGET_2,44.193222672598665,0.25524396077588163,False,True,True
0,low_relative_volume_prev20,2026-01-27,CORZ,2026-01-28,20.020000457763672,19.940000534057617,crypto-adjacent / high beta,Require relative_volume_prev20 >= 1.8162,0.5239823564881623,0.8692307692307694,0.05176600828522817,0.032470546249820736,0.004012032174693925,1.7619950545473044,STOP,-12.546730797903876,-0.09327986762962581,False,False,False
0,low_relative_volume_prev20,2026-02-04,HPE,2026-02-05,22.920000076293945,23.239999771118164,semiconductor / hardware,Require relative_volume_prev20 >= 1.8162,0.4820124136785735,0.8642857142857142,0.03182628363725948,0.027516407368682973,-0.013769350171074612,1.745254580250019,STOP,-7.926689657211284,-0.07616181046453219,False,False,False
0,weak_distance_from_high,2024-05-21,IREN,2024-05-22,7.28000020980835,7.400000095367432,crypto-adjacent / high beta,Require distance_from_52w_high_pct >= -0.1624,0.6002976959774133,0.862857142857143,0.07474903798334706,0.06704980718780656,-0.016216200542241155,2.814107835225291,TARGET_1,26.434378630501882,0.8783783026208323,False,True,True
0,weak_distance_from_high,2025-09-05,RIVN,2025-09-08,14.234999656677246,14.210000038146973,EV / mobility,Require distance_from_52w_high_pct >= -0.1624,0.5853832861241628,0.8714285714285713,0.046320484904127546,0.027837958604220517,0.0017592975695399637,1.9041638608317537,STOP,-16.02489820861814,-0.039408896418956285,False,False,False
0,weak_distance_from_high,2025-09-23,BBAI,2025-09-24,8.039999961853027,7.989999771118164,AI / software,Require distance_from_52w_high_pct >= -0.1624,0.6518200317021915,0.8814814814814815,0.06490255640993121,0.05253620374665497,0.006257846328807437,2.9997136186530575,STOP,-21.219222138813535,-0.11389234962202743,False,False,False
0,weak_distance_from_high,2026-03-19,RIVN,2026-03-20,15.960000038146973,16.1200008392334,EV / mobility,Require distance_from_52w_high_pct >= -0.1624,0.6547619047619047,0.8571428571428571,0.0569877760493582,0.029895669242865568,-0.009925607491099497,3.0344817775809334,STOP,-12.54532046985625,0.06885847675028511,True,False,True
0,extreme_short_term_runup,2024-05-13,NVAX,2024-05-14,13.399999618530273,13.109999656677246,,Exclude return_5d_prior above 0.3309,1.0,1.0,0.08036396845623132,0.24067685385671989,0.022120516357551745,10.10437115306501,STOP,-15.937573979241492,0.2761250938489024,True,False,True
0,extreme_short_term_runup,2024-05-21,IREN,2024-05-22,7.28000020980835,7.400000095367432,crypto-adjacent / high beta,Exclude return_5d_prior above 0.3309,0.6002976959774133,0.862857142857143,0.07474903798334706,0.06704980718780656,-0.016216200542241155,2.814107835225291,TARGET_1,26.434378630501882,0.8783783026208323,False,True,True
0,extreme_short_term_runup,2024-10-18,OKLO,2024-10-21,19.3700008392334,18.229999542236328,space / defense / nuclear,Exclude return_5d_prior above 0.3309,0.7431372549019607,0.9647058823529411,0.10515242534906903,0.11953744084189495,0.06253435686357811,4.642147675635599,TARGET_1,40.11991197967532,-0.012616541306183393,False,True,False
0,extreme_short_term_runup,2024-11-13,RKLB,2024-11-14,19.43000030517578,18.829999923706055,space / defense / nuclear,Exclude return_5d_prior above 0.3309,0.81505376344086,0.9935483870967742,0.06914877899660844,0.07285348297668745,0.031864067121655015,8.612838900002812,STOP,-17.75283529635834,0.199150292893997,True,False,True
0,extreme_short_term_runup,2025-06-27,CORZ,2025-06-30,16.950000762939453,16.649999618530273,crypto-adjacent / high beta,Exclude return_5d_prior above 0.3309,0.64,0.9199999999999999,0.058232508831204385,0.08048035390566759,0.018018087164116237,4.975255621057511,STOP,-20.598296257019,-0.17447446243410913,False,False,False
0,extreme_short_term_runup,2025-07-16,JOBY,2025-07-17,16.579999923706055,16.329999923706055,EV / mobility,Exclude return_5d_prior above 0.3309,0.809702524452117,0.9925925925925926,0.06037528915787512,0.061571466580400434,0.015309246856583192,2.7539893867357206,TARGET_1,38.235670227323254,0.0894060623785935,False,True,True
0,extreme_short_term_runup,2025-09-23,BBAI,2025-09-24,8.039999961853027,7.989999771118164,AI / software,Exclude return_5d_prior above 0.3309,0.6518200317021915,0.8814814814814815,0.06490255640993121,0.05253620374665497,0.006257846328807437,2.9997136186530575,STOP,-21.219222138813535,-0.11389234962202743,False,False,False
0,theme_concentration_cap,2024-03-05,HPE,2024-03-06,18.350000381469727,18.100000381469727,semiconductor / hardware,"Within each sample, allow at most 3 entries per deterministic local theme.",0.7866666666666666,0.9028571428571428,0.02867009509690829,0.027876092012242296,0.013812154405032029,3.3737145651729548,TARGET_1,9.230617177145831,0.004972384016081577,False,True,True
0,theme_concentration_cap,2024-06-18,HPE,2024-06-20,22.65999984741211,21.84000015258789,semiconductor / hardware,"Within each sample, allow at most 3 entries per deterministic local theme.",0.5363202020076586,0.9257142857142858,0.03999542126541502,0.02942522733426385,0.037545773310219355,1.878310389497497,STOP,-7.997460057939776,-0.05357143169045753,False,False,False
