total_symbols,active_listed_equity_count,etf_or_index_proxy_count,unknown_or_source_unavailable_count,quarantined_count,research_warn_count,allow_research_count,secondary_ohlcv_match_count,secondary_ohlcv_warn_count,secondary_ohlcv_fail_count,no_second_source_count,taxonomy_resolved_high_count,taxonomy_resolved_medium_count,taxonomy_resolved_low_count,unresolved_taxonomy_count,symbols_with_sufficient_lookback_count,symbols_with_earliest_safe_replay_date_count,data_readiness_status
119,115,2,2,19,2,98,0,0,0,119,98,17,4,4,98,2,PHASE_1J_DATA_BLOCKED
