total_tickers,data_quality_pass_count,data_quality_warn_count,data_quality_fail_count,price_under_50_count,price_under_20_count,avg_dollar_volume_pass_count,theme_count,tickers_per_theme,top_theme_ticker_share,high_beta_or_speculative_theme_share,crypto_adjacent_count,biotech_count,EV_mobility_count,AI_software_count,semiconductor_hardware_count,single_name_theme_count,median_atr_pct,median_volatility_20d,90th_percentile_atr_pct,90th_percentile_volatility_20d,universe_quality_assessment
117,0,96,21,27,19,98,15,UNMAPPED_LOW_CONFIDENCE:19;software:15;semiconductor / hardware:14;space / defense / nuclear:13;EV / mobility:10;consumer internet:8;power / electrification:8;biotech:7;fintech:5;crypto-adjacent / high beta:5;AI / software:4;AI infrastructure:4;mega-cap platform:2;consumer growth:2;robotics / automation:1,0.1623931623931624,0.29914529914529914,5,7,10,4,14,1,0.055053052019675405,0.040418845969485695,0.08596697995008641,0.0634343341160413,DATA_QUALITY_BLOCKER
