replay_date,decision,ticker,reason,reference_price,shares_with_cash,estimated_total_cost,estimated_cash_remaining,cash_before_decision,smoke_score,decision_strength,relative_volume_prev20,return_5d,return_20d,distance_to_52w_high_prev,dollar_volume,executable_universe_count,rejected_before_ranking_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d,trade_simulation_status,entry_date,exit_date,exit_reason,entry_price,exit_price,shares,cash_before,cash_after_exit,pnl_dollars,trade_return_pct,account_return_pct
2025-11-05,HISTORICAL_BUY_CANDIDATE,RIVN,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,15.420000076293945,10,154.35420076370238,14.284883016586747,168.63908378028913,0.9555555555555555,0.9358024691358025,5.816872233296923,0.12472647945944826,0.1744097442416921,-0.10087461112052121,3047772267.079544,27,71,-0.012970156178702452,0.06420231946951471,0.13618679449283388,-0.04539557754875023,0.171206185252039,EXECUTED,2025-11-06,2025-11-11,TARGET_1,15.260000228881836,17.485357420785085,11,168.63908378028913,192.9501528887072,24.31106910841808,0.14582943371727008,0.14416034861818675
2025-11-13,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,192.9501528887072,192.9501528887072,,,,,,,,30,68,,,,,,,,,,,,0,192.9501528887072,192.9501528887072,,,
2025-11-21,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,192.9501528887072,192.9501528887072,,,,,,,,30,68,,,,,,,,,,,,0,192.9501528887072,192.9501528887072,,,
2025-12-02,HISTORICAL_BUY_CANDIDATE,INTC,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,43.470001220703125,4,174.0538848876953,18.89626800101192,192.9501528887072,0.993103448275862,0.8453589243800925,2.1461613539035933,0.2145850826688256,0.10050636001780067,0.02330512450882849,7268436330.108643,29,69,0.006671200659915444,-0.047389034171683275,-0.06832300752935394,-0.14170691682608771,-0.15113870509152816,EXECUTED,2025-12-03,2025-12-04,STOP,43.38999938964844,40.47785609109061,4,192.9501528887072,181.1280196969173,-11.822133191789902,-0.0671155413579605,-0.06127040074753844
2025-12-10,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,181.1280196969173,181.1280196969173,,,,,,,,28,70,,,,,,,,,,,,0,181.1280196969173,181.1280196969173,,,
2025-12-18,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,181.1280196969173,181.1280196969173,,,,,,,,28,70,,,,,,,,,,,,0,181.1280196969173,181.1280196969173,,,
2025-12-29,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,181.1280196969173,181.1280196969173,,,,,,,,28,70,,,,,,,,,,,,0,181.1280196969173,181.1280196969173,,,
2026-01-08,HISTORICAL_BUY_CANDIDATE,F,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,14.399999618530273,12,172.97279541778562,8.155224279131687,181.1280196969173,0.9,0.7487179487179488,3.4016979737560216,0.09756095610793869,0.100917408449817,0.02930663717797466,2221585861.1480713,26,72,-0.01388887601134181,-0.02916667273751028,-0.04097216767661216,-0.05833327924763576,-0.041666628034025543,EXECUTED,2026-01-09,2026-01-12,STOP,14.350000381469727,13.980357544762748,12,181.1280196969173,176.52010565185597,-4.607914045061335,-0.02575908201259014,-0.025440095092806668
2026-01-16,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,176.52010565185597,176.52010565185597,,,,,,,,26,72,,,,,,,,,,,,0,176.52010565185597,176.52010565185597,,,
2026-01-27,HISTORICAL_BUY_CANDIDATE,CORZ,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,19.940000534057617,8,159.6795242767334,16.840581375122582,176.52010565185597,0.8692307692307694,0.5239823564881623,1.7619950545473044,0.0860566378639025,0.3041203782737647,-0.15615737442917765,331488550.87833405,26,72,-0.022567740766648914,-0.09779341578295564,-0.11033102828567343,-0.09077238339083915,-0.09327986762962581,EXECUTED,2026-01-28,2026-01-29,STOP,20.020000457763672,18.47167910848345,8,176.52010565185597,163.9733748539521,-12.546730797903876,-0.07733872696690125,-0.07107819673895577
2026-02-04,HISTORICAL_BUY_CANDIDATE,HPE,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,23.239999771118164,7,162.84267839622495,1.1306964577271401,163.9733748539521,0.8642857142857142,0.4820124136785735,1.745254580250019,0.07047447034393417,-0.023119004760113415,-0.12102877073763674,694945713.1557465,28,70,-0.02280553751571779,0.02882960769761267,0.02452666525120173,-0.07960414800730076,-0.07616181046453219,EXECUTED,2026-02-05,2026-02-18,STOP,22.920000076293945,21.810535839625768,7,163.9733748539521,156.0466851967408,-7.926689657211284,-0.04840594384708108,-0.04834132165829625
2026-02-12,HISTORICAL_NO_TRADE,,POSITION_OPEN,,0,0.0,156.0466851967408,156.0466851967408,,,,,,,,0,0,,,,,,,,,,,,0,156.0466851967408,156.0466851967408,,,
2026-02-23,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,156.0466851967408,156.0466851967408,,,,,,,,28,70,,,,,,,,,,,,0,156.0466851967408,156.0466851967408,,,
2026-03-03,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,156.0466851967408,156.0466851967408,,,,,,,,30,68,,,,,,,,,,,,0,156.0466851967408,156.0466851967408,,,
2026-03-11,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,156.0466851967408,156.0466851967408,,,,,,,,27,71,,,,,,,,,,,,0,156.0466851967408,156.0466851967408,,,
2026-03-19,HISTORICAL_BUY_CANDIDATE,RIVN,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,16.1200008392334,9,145.22508756065366,10.821597636087148,156.0466851967408,0.8571428571428571,0.6547619047619047,3.0344817775809334,0.053594812959224525,0.0339961950903207,-0.28955484972169443,1272321038.2390976,28,70,-0.07506209235897487,-0.0012407231217379522,-0.05645165965944832,-0.04466508580761119,0.06885847675028511,EXECUTED,2026-03-20,2026-03-30,STOP,15.960000038146973,14.582035541534424,9,156.0466851967408,143.50136472688456,-12.54532046985625,-0.08633862740093934,-0.08039466172600424
2026-03-27,HISTORICAL_NO_TRADE,,POSITION_OPEN,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,0,0,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-04-07,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,29,69,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-04-16,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,27,71,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-04-24,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,25,73,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-05-04,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,27,71,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-05-12,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,26,72,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-05-20,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,143.50136472688456,143.50136472688456,,,,,,,,27,71,,,,,,,,,,,,0,143.50136472688456,143.50136472688456,,,
2026-05-29,HISTORICAL_BUY_CANDIDATE,HPE,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,43.040000915527344,3,129.2491227493286,14.252241977555968,143.50136472688456,0.962962962962963,0.7530864197530863,5.059770950971194,0.2670002757991212,0.4960027886934868,0.11560391064788944,3706665134.8464966,27,71,0.09200741171555182,0.28136617919965445,0.1431226699902275,0.11919138346410318,0.03183082952469274,EXECUTED,2026-06-01,2026-06-02,TARGET_2,44.18000030517578,56.2610024043492,3,143.50136472688456,179.61183102348932,36.110466296604756,0.2734495702970401,0.25163848696025376
