replay_date,decision,ticker,reason,reference_price,shares_with_cash,estimated_total_cost,estimated_cash_remaining,cash_before_decision,smoke_score,decision_strength,relative_volume_prev20,return_5d,return_20d,distance_to_52w_high_prev,dollar_volume,executable_universe_count,rejected_before_ranking_count,forward_return_1d,forward_return_3d,forward_return_5d,forward_return_10d,forward_return_20d,trade_simulation_status,entry_date,exit_date,exit_reason,entry_price,exit_price,shares,cash_before,cash_after_exit,pnl_dollars,trade_return_pct,account_return_pct
2025-06-09,HISTORICAL_BUY_CANDIDATE,RKLB,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,29.639999389648438,8,237.35711511230465,27.71709390422302,265.0742090165277,0.9,0.6350255936770485,2.9152303430934348,0.1142856753602326,0.4451486620614411,-0.1109778268148045,1784834807.246399,30,68,-0.08333331188316828,-0.10931173541959349,-0.10425101944054194,0.1288798843956227,0.3205128271128712,EXECUTED,2025-06-10,2025-06-12,STOP,29.56999969482422,26.493928364345006,8,265.0742090165277,240.2290783751354,-24.845130641392274,-0.10402676233431385,-0.0937289626688772
2025-06-17,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,240.2290783751354,240.2290783751354,,,,,,,,30,68,,,,,,,,,,,,0,240.2290783751354,240.2290783751354,,,
2025-06-27,HISTORICAL_BUY_CANDIDATE,CORZ,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,16.649999618530273,14,233.33309465408325,6.895983721052147,240.2290783751354,0.9199999999999999,0.64,4.975255621057511,0.40387859194888187,0.5575304276984145,-0.10623222515171304,1208035727.3225784,30,68,0.025225230385381714,0.05465464674241449,-0.1093092934848291,-0.18558554172425468,-0.17447446243410913,EXECUTED,2025-06-30,2025-07-07,STOP,16.950000762939453,15.495643888201032,14,240.2290783751354,219.6307821181164,-20.598296257019,-0.08580276160920997,-0.08574439196263012
2025-07-08,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,219.6307821181164,219.6307821181164,,,,,,,,29,69,,,,,,,,,,,,0,219.6307821181164,219.6307821181164,,,
2025-07-16,HISTORICAL_BUY_CANDIDATE,JOBY,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,16.329999923706055,13,212.50228900718687,7.128493110929526,219.6307821181164,0.9925925925925926,0.809702524452117,2.7539893867357206,0.4126296999085677,0.8144444359673395,0.1664285659790039,1290034067.9729462,27,71,0.08511937514651136,0.03123087760346377,0.07715861817321312,0.030006109822868776,0.0894060623785935,EXECUTED,2025-07-17,2025-08-04,TARGET_1,16.579999923706055,19.537785325731548,13,219.6307821181164,257.86645234543965,38.235670227323254,0.1783947777826258,0.17409067098235934
2025-07-24,HISTORICAL_NO_TRADE,,POSITION_OPEN,,0,0.0,257.86645234543965,257.86645234543965,,,,,,,,0,0,,,,,,,,,,,,0,257.86645234543965,257.86645234543965,,,
2025-08-01,HISTORICAL_NO_TRADE,,POSITION_OPEN,,0,0.0,257.86645234543965,257.86645234543965,,,,,,,,0,0,,,,,,,,,,,,0,257.86645234543965,257.86645234543965,,,
2025-08-11,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,257.86645234543965,257.86645234543965,,,,,,,,28,70,,,,,,,,,,,,0,257.86645234543965,257.86645234543965,,,
2025-08-19,HISTORICAL_BUY_CANDIDATE,INTC,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,25.309999465942383,10,253.35309465408324,4.513357691356418,257.86645234543965,0.9714285714285715,0.8407279621536561,2.4022659450971884,0.16047684941329132,0.08907055573196443,-0.081306709007269,7533754193.032837,28,70,-0.06993277707479939,-0.020150147753582592,-0.03792963669416305,-0.051758178332051874,-0.016199125091401645,EXECUTED,2025-08-20,2025-08-21,STOP,24.899999618530273,23.06357090813773,10,257.86645234543965,239.25316524532897,-18.613287100110682,-0.07375215817376535,-0.07218188690623546
2025-08-27,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,239.25316524532897,239.25316524532897,,,,,,,,28,70,,,,,,,,,,,,0,239.25316524532897,239.25316524532897,,,
2025-09-05,HISTORICAL_BUY_CANDIDATE,RIVN,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,14.210000038146973,16,227.5873606109619,11.665804634367078,239.25316524532897,0.8714285714285713,0.5853832861241628,1.9041638608317537,0.04178883287955726,0.17729912157664884,-0.17142855077423347,1238189774.3239403,28,70,-0.015482073640972205,-0.021111906398980196,-0.052779732441000204,0.011963411388992151,-0.039408896418956285,EXECUTED,2025-09-08,2025-09-12,STOP,14.234999656677246,13.247678518295288,16,239.25316524532897,223.22826703671083,-16.02489820861814,-0.06935870475548855,-0.06697883470919305
2025-09-15,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,223.22826703671083,223.22826703671083,,,,,,,,27,71,,,,,,,,,,,,0,223.22826703671083,223.22826703671083,,,
2025-09-23,HISTORICAL_BUY_CANDIDATE,BBAI,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,7.989999771118164,27,215.94572381401062,7.2825432227002125,223.22826703671083,0.8814814814814815,0.6518200317021915,2.9997136186530575,0.3451177936279304,0.5075470723729019,-0.228764475299144,1866322523.5372543,27,71,-0.05006253191347654,-0.1576970948859422,-0.18397995398014022,-0.06883601122065308,-0.11389234962202743,EXECUTED,2025-09-24,2025-09-25,STOP,8.039999961853027,7.2621428455625265,27,223.22826703671083,202.0090448978973,-21.219222138813535,-0.09674839800760693,-0.09505616121332852
2025-10-02,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,202.0090448978973,202.0090448978973,,,,,,,,26,72,,,,,,,,,,,,0,202.0090448978973,202.0090448978973,,,
2025-10-10,HISTORICAL_BUY_CANDIDATE,PATH,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,17.049999237060547,11,187.73754159927367,14.271503298623628,202.0090448978973,0.9230769230769231,0.6811166122292925,2.3223572023713244,0.3217054062985385,0.4956140182098261,-0.09018145969575853,1085665521.4195251,26,72,0.005278601561005569,-0.02111429437606205,-0.09442813658182969,-0.0334310686410616,-0.1612902738639529,EXECUTED,2025-10-13,2025-10-17,STOP,17.31999969482422,15.602499621255058,11,202.0090448978973,182.92602409199347,-19.08302080590383,-0.09916282354683903,-0.09446617014376302
2025-10-20,HISTORICAL_NO_TRADE,,NO_CANDIDATE_PASSED_RULES,,0,0.0,182.92602409199347,182.92602409199347,,,,,,,,25,73,,,,,,,,,,,,0,182.92602409199347,182.92602409199347,,,
2025-10-28,HISTORICAL_BUY_CANDIDATE,SOFI,Candidate 34 Nano rule passed with replay-date $100 whole-share affordability.,31.65999984741211,5,158.4582992362976,24.467724855695877,182.92602409199347,0.9583333333333334,0.6022191806587477,2.4199726259287275,0.10121738599694297,0.1983345857678438,0.04488450972263114,5794210548.074341,24,74,-0.024005061040578535,-0.06253946783888487,-0.07233098607755983,-0.02242574503773065,-0.10518003599985015,EXECUTED,2025-10-29,2025-10-31,STOP,31.4950008392334,28.66910777773176,5,182.92602409199347,168.63908378028913,-14.286940311704342,-0.08972513053504716,-0.0781022841480414
