sample_id,market_regime_label,spy_trend_label,qqq_trend_label,market_volatility_label,candidate_count,win_count,loss_count,total_pnl_dollars,average_pnl_dollars,average_forward_return_20d,worst_trade_pnl_dollars,simulated_win_rate
6,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,2,0,2,-20.27889095306395,-10.139445476531975,-0.0012302826331545003,-13.939244966506948,0.0
6,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,1,0,17.399116645812995,17.399116645812995,0.15294895735528224,17.399116645812995,1.0
6,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,20,8,12,30.648409311294927,1.5324204655647464,0.038787594263095,-23.273088002886112,0.4
6,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,2,1,58.55316604082927,19.517722013609756,0.2220862005833273,-24.845130641392274,0.6666666666666666
6,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,3,3,0,35.271590542929545,11.757196847643181,0.18338659508720348,9.230617177145831,1.0
6,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,3,1,2,-2.545541716984303,-0.8485139056614344,0.8844158145187698,-8.282342733110681,0.3333333333333333
7,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,-22.530388327598473,-7.510129442532825,-0.1467988295906322,-34.225031817299964,0.3333333333333333
7,RISK_OFF,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,1,0,15.535282869611478,15.535282869611478,0.24506747379267413,15.535282869611478,1.0
7,RISK_OFF,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,0,1,-15.627702554430272,-15.627702554430272,0.014393980060837253,-15.627702554430272,0.0
7,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,5,1,4,-62.741806323460025,-12.548361264692005,-0.09167110878847884,-20.67838219778878,0.2
7,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,21,13,8,211.1762950850902,10.056014051670962,0.04239687563650595,-26.42210499654493,0.6190476190476191
7,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-15.48269427462985,-15.48269427462985,0.07067665916562382,-15.48269427462985,0.0
7,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,1,1,0,9.904160003662113,9.904160003662113,0.12118638376160984,9.904160003662113,1.0
7,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,1,1,0,18.973516087123343,18.973516087123343,0.8053594991854505,18.973516087123343,1.0
8,MIXED,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,1,0,1,-13.525585513523623,-13.525585513523623,0.10168138358980738,-13.525585513523623,0.0
8,MIXED,SPY_BELOW_20_ABOVE_50,UNKNOWN_QQQ_DATA,LOW_VOL,4,1,3,-12.472447550092312,-3.118111887523078,0.07223405419630613,-14.520004927498917,0.25
8,RISK_OFF,SPY_ABOVE_20_BELOW_50,UNKNOWN_QQQ_DATA,HIGH_VOL,1,1,0,5.222148475647003,5.222148475647003,0.003767839889658342,5.222148475647003,1.0
8,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,3,1,2,-16.8991241907392,-5.633041396913067,0.008923083933372156,-14.572241818019307,0.3333333333333333
8,RISK_OFF,SPY_BELOW_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,2,2,0,15.337602741650215,7.668801370825108,0.04895075445218777,4.2274013204574885,1.0
8,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,LOW_VOL,17,10,7,118.89382671710452,6.993754512770854,0.11713457981587806,-20.481534966060053,0.5882352941176471
8,RISK_ON,SPY_ABOVE_20_50,UNKNOWN_QQQ_DATA,MEDIUM_VOL,3,1,2,13.448358470916773,4.482786156972257,0.09251304018621272,-10.669286685398646,0.3333333333333333
8,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,LOW_VOL,3,0,3,-19.14122373689922,-6.380407912299741,-0.09480584500383742,-8.053160481044216,0.0
8,UNKNOWN_MARKET_DATA,SPY_TREND_UNKNOWN,UNKNOWN_QQQ_DATA,VOL_UNKNOWN,2,1,1,18.027470783233653,9.013735391616827,0.23968148313585863,-2.250843976157057,0.5
